id,text,label
16752,почему?,0
16756,Надругались?,0
16760,А вдруг жена увидит?,0
16763,"Всем привет, если тут есть спецы из ml или data science, то можно было бы устраивать дата завтраки в Ташкенте. Эта тема имеет место в рф, думаю что и тут было бы полезно, как считаете?",1
16769,Всем привет! Ни у кого нет ссылки на группу релоканты cash?,1
16787,"Всем привет, 
Подскажите, пожалуйста, подключил сегодня Билайн oson 1)
Вот такая скорость и вот моя локация. Подскажите, пожалуйста, мне не повезло с покрытием или у них в принципе такой тариф ?)",1
16789,А что не так?,0
16792,а тариф такой же?,0
16817,"Всем привет. Не подскажете как обстоять дела с VPN на текущий момент в Узбекистане? 
В прошлом году я не мог подключиться к базе данных нашей компании в Европе, к которому можно подключиться только через определенную конфигурацию vpn",1
16823,"зряплата такая маленькая, что стыдно писать ?)",0
16833,Проблемы всё ещё есть?,0
16843,"Может кто подсказать где можно посмотреть адекватные предложения по съему квартир? Про олх знаю, а еще?",1
16847,"Где в Ташкенте есть большие хорошие маркерные доски? Высотой где-то 0,9-1 метр. Диной 1,2+ метра",1
16858,"Коллеги, а у кого-то в Ташкенте есть штатив и лампа светодиодная круговая для смартфона на пару дней в аренду за бутылку винишка?

Мне надо снять пару видео по обучению, но моя новая лампа ещё в дороге (проблемы с доставкой, а покупать ещё одну жалко, пока жду доставку).",1
16874,Кто-нибудь в Яндекс такси пользовался грузовыми перевозками? Какие машины приезжают?,1
16879,Вот такое там поместится же?,0
16912,"Привет. Кто-нибудь знает, в Узбекистане работает ssh за границу?",1
16977,Да хз. Почему бы openvpn или IPsec  нормально не работать?,0
17014,а там много людей купающихся в верхней одежде?,0
17035,А договориться с хозяином и поменять плиту не вариант?,0
17036,а что делать с выходом газовой трубы?,0
17040,"Как это? звони хозяину, пусть исправляет",0
17056,И часто на вас краны падали?,0
17082,Вы может хотя бы в общий чат перейдете? Как это вот все с айти корреллирует?,0
17095,"простите что, я правильно понял? они дорогие и поэтому ими можно не пользоваться? ЧТО?",0
17097,"Виталий, расскажи уже куда офер получил не мучай. Австрия, Швеция, Испания?",0
17108,Лыжи и варежки уже купил? Бери отсюда,0
17110,"Купите детское кресло и носите с собой, в чем проблема? Или вам тоже дорого?",0
17116,"а что за компания, если не секрет?",0
17121,"Что то вы реально с плохой кармой. Я каждый день езжу с коляской детской на комфорте, ни разу не было чтобы отказали. Кладем либо в багажник либо на заднее сиденье. Может, у вас рейтинг в Яндексе низкий?",0
17131,"А где вы рейтинг смотрите, в приложении клиентов его же не показывают?",0
17140,Блога нет? Ждем отзыв на Канаду,0
17155,"Кстати, в релокейшн-встречи ограничение на новые сообщения. Кто-нить знает причины и когда ждать хотфикс?) поиграем в пм..",0
17171,The Day Before делал?,0
17212,А вы спереди садитесь?,0
17225,А я что один к таксистам с разговорами пристаю?),0
17226,У тебя нет интернета на телефоне?😄,0
17227,"Общение это же круто, в телефоне можно и дома потыкаться. Мой любимый вопрос: ""как относитесь к войне?""",0
17273,Кто то ходил по каньону-ущелью горной речки Кулосьи?,0
17279,"Оффтопну чутка, сильно не бить. В Ташкенте нетворкинги или бизнес завтраки существуют? Мну товарка интересует.",0
17280,справедливо относится к женщине как к человеку 3 сорта?,0
17281,уверен что по разному?,0
17284,"справедливо когда у ЛЮБОГО человека на планете - ОДИНАКОВЫЕ права и возможности вне зависимости от расы, нации и гражданства.
Знаете ли страну где такое есть?",1
17286,"не перегибайте Виталий. в России мало пьяных мужиков бьют своих жен что ли?
да, это неправильно, не стоит тут на узбеков ярмо вешать.",1
17291,на бан нарываешься?,0
17317,Почему?,0
17318,Вы имеете в виду сейчас гастро встречи? Или др,0
17321,Насколько безопасно пользоваться покупным номером через различные онлайн сервисы?,0
17341,"Это какие годы и какой был провайдер ? Помню в начале 2000,  покупал инет dial up у саркора , пасс писали ручкой на клочке бумаги)",0
17355,Вы не с юфорума случаем? Там все провайдеры тусовались в свое время,0
17359,Гартвич?,0
17378,"Что то типа Чернов,Черняк, нет?",0
17381,Хамдамов?,0
17388,а ты в какой группе учился?,0
17392,"вроде Магрупов был завкафедрой АСУТП? нет? 
Я кстати ВМКСС 67-92",0
17412,А Костю Станишевского знаешь? У Абрямяна на кафедре вечно на компах сидел,0
17434,Он потом где работал в Ташкенте? Я его явно не так давно видел,0
17437,Отдел АСУ- это не Валеры Сидорова подразделение часом? 5 этаж нового корпуса?,0
17483,И суббота нерабочая?,0
17535,"чет какой то утлый челн 200км плавать, не? вдруг легкий бриз подымется и се, ноутбук намочишь.",0
17574,"Вы не знаете есть ли у нас в Ташкенте хорошие DevOps заточенные на Kubernetes? Хочу получить консультации на платной основе, но не знаю куда обратиться.",1
17585,Добрый вечер всем. Есть пару вопросов) Есть ли завтра какие-нибудь айтишные оффлайн встречи в Ташкенте?,1
17599,"Сорри за оффтоп, Никто не знает как на хумо вывести с бинанса фиатную валюту? (USDT)",0
17642,Есть те кто находится на территории РУ больше 60 дней без визы?,1
17649,Дайте угадаю - tutu. Ru?,0
17653,"всем привет😊
а есть ли тут люди, которые работают в геймдеве? 
очень хочется с вами пообщаться на предмет того как сейчас обстоят дела в сфере, совпали ли ожидание/реальность от работы и тд)

напишите мне в личку или поставьте реакцию тут, я сама свяжусь)",0
17675,А мидл чего это будет получается?,0
17691,Вы видели какая у бакса инфляция? $2k это только джунов заманивать,0
17700,Вопрос возможно не по теме) как много вы играете? Или время проведенное за пк полностью уделяете только работе?,0
17718,это сколько в $?,0
17722,это в месяц $27 000 в узбекистане на it позици??,0
17735,"Помогите, пожалуйста. у меня не коннектится опен впн. что надо сделать, чтобы он заработал?))",0
17753,"Тогда что случится могло у меня? С мобилы висит на ""Защита подключения к удаленному ПК"". с ноута ""Внутренняя ошибка"" или тоже висит на подключении, выбило просто во время работы.",0
17755,"А причем тут 2 Микротика? Ничего не понятно. Твоя моя не понимать.

Каждый день  как минимум один человек пишет, что у него не работает vpn.",0
17761,"Всем привет, здесь совершенно случайно, ни у кого не завалялось этой книжки и он может её продать? Или кто знает, где такие можно найти в Ташкенте? Есть варик заказать с Амазон, но с доставкой может оказаться долгой",1
17790,"Я так работаю по РДП, проблем нет. Настроить логи на микротике. Внутренняя ошибка....сервера? А РДП работает?",0
17825,Надеюсь стикер без негатива?,0
17830,А как к 1с никам можно без негатива? 😂😂😂,0
17835,Ха-ха. (Это же шутка? Да?),0
17839,"Ребят а какую воду вы пьете? я покупал hydrolife, но чето она меня завела в туалет безвылазно, ищу альтернативы",0
17877,чат инстаграма?,0
17894,"А кто-нибудь знает, что с основным чатом?  который",1
17903,"Кто-нибудь замечал проблемы с ВПН в последние два дня? У меня отвалился OpenVPN, который раньше работал",0
17904,А куда подключение было?,0
17908,То есть блокировки на стороне РФ?,0
17942,Высоко - это сколько? Узбекистан географически находится на большом удалении от международных точек обмена интернет трафиком.,1
17960,даёшь больше $4000??,0
17963,Это понты ?,0
17970,"Тарас, ты вернулся?",0
17998,"В резюме написано «крутая (100%) команда…». 
Как так вышла, что крутая (100%) команда без СТО существует?",0
18000,"Вы не думали, что будущего СТО может насторожить факт того, что команда себя считает на 100% крутой, учитывая, что СТО в ней нет?",0
18002,Вы как кандидат интересуетесь ? :)  Можем обсудить,0
18005,"Как думаете, об этом можно написать в тексте вакансии?",0
18025,"а что за компания то? Анкор ж, как я понимаю, хр агентство только",0
18039,А зарабатывать чем? Я слишком стар для панели,0
18049,В чем кстати прикол того что Узбекистан защищает себя от иностранных инвестиций? я канеш обыватель но разве это не должно быть выгодно для рынка недвижимости в долгосрочной перспективе?,0
18055,"А что в итоге с ВНЖ при ИТ-визе? Там условия получения за недвигу не меняются, все та же сумма от 400 тыс? Так и не понял, что там в итоге, все по-разному говорят.",0
18077,а продлевать бесконечно можно?,0
18081,а нафига внж нужен тогда?,0
18084,"статус + С ВНЖ без визы в др страны, наверное, легче катать. Или это не то?",0
18088,Как не платить?,0
18091,шляпа этот IT парк получается?,0
18093,а нафига платить если можно не платить?,0
18096,ну если бабло заходит с юрлица в узбекский банк?,0
18122,12 НДФЛ + 12 ЕСП. вроде все? 24?,0
18142,В каких магазинах макбуки можно купить кроме макбро?,1
18150,"Приветы! Кто-нибудь покупал столы? Обычные письменные, чтобы разместить на них комп 🙂 Порекомендуйте магазин, пожалуйста.",1
18187,Еще более удручающе - книги программирования для детей. А кто вам сказал что лет через 10 - 20 программирование будет актуальным ?,0
18188,"Интересный стейтмент, а разве кто-то сказал, что не будет? Книги выпускают по спросу, сейчас спрос есть, значит и книги будут",0
18198,"А подскажите, пожалуйста, проходят ли сейчас какие-то встречи?

До приезда в Ташкент видела были какие-то анонсы сейчас не встречаю, а хочется как-то интегрироваться в ит среду местную, чтобы мозги не совсем заржавели без работы)

Знаю что рекрутеров не очень любят, но я не с целю хантинга хочу общаться",1
18201,Сколько вам лет? Вы слышите такое с 2000 ?,0
18215,"Бесспорно. Только как это повлияет на то, что будет через 20 лет?",0
18219,Это финансовая сфера в основном или не только?,0
18231,а вы работали офисным манагером?,0
18234,Давайте организуем? Я с удовольствием даже вина вечерком пойти выпить.,0
18243,какого именно соответствующего манагера типа тайм менеджер?,1
18270,"Аааа! Т.е. если СТО в прошлом был кодером, то он так и остается кодером несмотря на то, что перешел в офисные манагеры?
Типа ""бывших кодеров не бывает""?",0
18309,А где купил?,0
18335,А WD-40 как термопаста для процессора подходит?,0
18345,А для бордов не используют спрей парафины для скольжения?,0
18353,Я надеюсь это не закрытые клубы и новичку туда можно попасть?)),0
18362,Ты в рф возвращаешься?,0
18364,в шоколад позовем?)),0
18372,Что это такое - Кадуй?,0
18378,это возле Череповца?,0
18400,"@Evgeniya_tut @kugaevsky @NikeDyu @yokop123 
Вы как на счёт завтрашнего вечера вина попить?",0
18428,"Скажите, пожалуйста, вёз ли кто-то iMac из Узбекистана в Москву?",1
18433,У неё поместился в чемодан? Или она его просто в коробке перевозила?,0
18447,"Мне кажется я вас тоже видела, вы случайно не удивлялись что никогда не видели коляску с зонтиком?)",0
18455,"Здравствуйте, кто-нибудь знает где и как, в Узбекистане поискать производителей в легкой промышленности, химической промышленности для пищевой отрасли? Для экспорта в Россию.",1
18456,"Вы серьезно? Тут в стране каждый второй в легкой промышленности, я работаю в легкой промышленности… неожиданный вопрос))) это как прийти в мужской клуб и спросить, где тут найти мужчину)))",0
18458,Выев встречу в Wine Time пойдёте?,0
18474,На сколько человек рассчитан ?,0
18482,"Кто-нибудь открывал ИП в Ташкенте? Как это делается? Что там по налогам? Сейчас столкнулся с этим, может быть у кого есть опыт?",1
18491,Вы чисто на пять минут поздороваться что ли? За полтора часа только поесть и кружечку опрокинуть успеть можно.,0
18502,Кто-нибудь на мете?,0
18512,На айтишнегов?),0
18573,Не любите демократию?,0
18581,Как вы пришли к этому заключению? 🤔,0
18587,Вы специализируетесь на глупых вопросах?,0
18593,"А что по вашему специализироваться? По моему, я специалист",0
18594,"Вот, например, ученый утверждает, что человек без образования его ограбил. И человек без образования утверждает, что ученый его ограбил. Раз у них не равны голоса (пока вина не доказана)?",0
18607,"Какими знаниями надо обладать, чтобы уровень стыдливости замерять?",0
18615,"Просто интересно, а что тебе на фоточке не понравилось?",0
18626,Ты сам ходил на этот тренинг?),0
18642,Я?,0
18736,Работу то нашел?,0
18741,Какая специальность?,0
18744,Проваливаешь собеседование на вопросе правильного выбора тонера для лазерного МФУ бравер?,0
18758,Это middle middle- позиции? Или вы на ниже 3к ищите уровня senior и выше?,0
18759,Какую планку поставила Луиза?,0
18819,"Так я не понял, выдают ее в итоге или нет? Или опять будут как 4 месяца рассказывать о планах",0
18833,А зачем она нужна? Чтобы раз в пол года не продлевать временную регистрацию?,0
18845,Что такой Стив? Из Майнкрафт?,0
18877,"Там же не php, приложуху же как отдельный сервис можно на чем угодно писать, или тебе прям коробку нужно заговнокодить?",0
18889,Upwork / fiverr? Там 100 проц можно найти нужного спеца. Да и с оплатой узбекскими визой и мастером никаких проблем не будет,0
18894,Без тз?))),0
18895,"Да) а что смущает?
В битрикс.маркете есть готовое приложение. Если у человека есть релеватный опыт, то он открывает приложение и видит как оно работает. Может сам потыкать кнопочки. Зачем в данном случае ТЗ?",0
18940,"Анализ расселения айтишников, совпадает с расселением геев

Айтишники тут?

5 МИНУТ НАЗАД",0
18950,?,0
18961,"Вы шо, намекаете что я принял зумеров за гномиков?",0
18967,"Сколько времени закладывать на проход квеста в аэропорту на вылет, кто недавно вылетал в РФ?",1
18972,"Какие 30 мин.? Осторожнее  с таким советами. Регистрация закрывается за 40 минут. Лучше приехать пораньше и без головной боли пройти и спокойно торчать в отстойнике.
Запросто могут не работать 2/3 стоек и пересменка на границе - и привет.",1
18982,"Добрый день! Можно ли на одну сим карту зарегистрировать два imei (два слота)?
один (физический) слот зарегистрировал месяц назад. Второй (e-sim) сейчас по той же симке можно зарегистрировать, перейдя на e-sim ?",1
18992,Пачку за визу?,0
19047,"А если без юмора, то как могут снимать? Многие уверяют, что никакие коды никому не сообщали",0
19060,"Какой смысл в этом СМС информировании, если они даже подтверждение по смс или пуш нотификашке не пр крутили?",0
19064,"Коллеги, есть опыт обновления сервера 2008r2 на более старшие? 2012-2016-2019-2022.? Лицензия на 2019 есть, продавцы говорили что возможен даунгрейд.  На сервере стоит 1С и пользователи по rdp через впн . Хочу перенести на новое железо, на старом ограничение 32гб оперативы.",1
19120,"имею в виду что это глупое сравнение. так же как и оперировать такими высокоуровневыми концепциями как ""IT"" или ""физика"" или ""химия"" или даже ""медицина"". В любой из этих отраслей куча профессий, потому что ни в одну голову это все не влезет.
""любая инженерия"" включает в себя ""Software Engineering""?
Просто потому что вам несложно клепать сайтики на реахте не означает что все в IT занимаются такими же простыми вещами.",0
19175,"Это по всему Ташкенту такое, или в некоторых районах?",0
19229,У кого-нибудь еще сегодня перестал работать WARP ()?,0
19237,А свет там тоже отключают каждый день!?,0
19254,вопрос а ктонибудь живёт в новостройках? как там с электричеством?,0
19277,Сосед. В каком доме?,0
19282,В 4 подъезде?,0
19290,Вы значит тоже сдаете квартиру?),0
19314,Майнингом увлекатетесь?)),0
19323,"Кстати а эту дискриминацию с пропиской полностью убрали, или что-то да осталось?",0
19354,"Как найти адрес? Лабзак 6 есть, а 6а не могу найти",1
19357,"Порядка 80% россиян, выехавших из страны после начала военной операции на Украине, вернулись после 15 мая, утверждает глава Минцифры Максут Шадаев. Точные цифры он не привел. По его словам, «значимую» часть вернувшихся составляют IT-специалисты.

Это близко к реальности? Есть кто вернулся?",0
19366,"А были случаи потери резиденства? Если не уведомлять налоговую, то вроде нет обмена данными с пограничниками. А для ИП шников вообще без разницы, налог 6% не меняется",1
19394,А кто знает через какого местного регистратора быстро и удобно зарегать домен в .UZ?,1
19410,ты слепней покормил уже?),0
19434,Мегафон же в Ташкенте работает нормально?,0
19458,"Почему странно,ведь уровень жизни и зп в целом не ниже?",0
19461,"Зарплаты же реально ниже.
У нас до сих пор нормальным считается миддлам платить 2-3к, например. Всё что выше автоматически синьер требования.

Или что-то поменялось? Я просто был в Узб 3 года назад, тогда всё было прям грустно и я из-за оффера уехал.",1
19464,а что там в питере такого за 3 года нащупалось?,0
19473,что есть сво?,0
19506,"Подскажите плиз сколько нужно зарабатывать в Ташкенте , чтобы просто нормально жить ?",0
19519,А малибу это типа местная камри?,0
19523,А по качеству больше как тойота или как киа/хундай?,0
19555,"погоди-погоди, ты тут тачку купил? или из России ввёз?",0
19559,"Я домой поехал на передышку.
Видел тебя на фотке на последней встрече из этого ИТ чата? Как прошло? 
Что то вторую встречу не организует никто",0
19581,"Это та, что была в WineTime? Милашка, что сказать.",0
19599,Здравствуйте!Есть здесь IT специалисты?нужна помощь в разблокировке аккаунта в инстаграм!!!😫,0
19652,А почему все молчат про солнечные батареи при таком количества солнца? 🤔,0
19664,"А правда, что там тучи на небе бывают? Расскажите, какие они?. А ещё ходят слухи, что там вода прямо с неба падает, это правда?",1
19667,Чтобы хакнуть хакера?,0
19677,"а может отечественного производителя поддержим? )


",0
19684,Вы могли бы грамотно пообщаться с тех поддержкой ?,0
19692,а там фото ваши были?,0
19698,А сколько просит-то?,0
19704,"Привет) Кто-нибудь брал билета на поезд через ? Чего то там я не могу найти страну выдачи РФ, это баг какой-то?)",1
19711,"Коллеги, у вас нет проблем с гитхабом последние дни? 
Вчера-сегодня.
Гитхаб статус говорит, что всё ок.
Через впн проблемы не наблюдаю.

Словно у Саркор телеком появился major-in-the-middle.",0
19719,Когда гитхаб запретили?,0
19738,А он оформлен на гражданина Узбекистана?,0
19751,Сам отредактируешь?,0
19754,на предмет?,0
19756,так лучше?),0
19777,Добрый день. Кто-нибудь знает. Резиновый провайдер бесперебойники использует для оборудования? Имеет смысл роутер в квартире на ИбП сажать чтобы инет внезапно не отваливался во время звонка по работе (при отключении света)?,1
19780,Понятно. А инет при этом есть?,0
19784,какой у вас провайдер?,0
19792,Это круглый год так или только в жару?,0
19795,Не совсем понял. Есть роутер провайдера. Подключён по pppoe через Витую пару. В этом случае поможет?,0
19809,терминал или речь о головном устройстве?,0
19857,Давайте лучшие про искричество. Я на дружбе народов и у меня с 14 часов нет искричества. А как ваше WTF?,0
19863,Так это проблема с генерацией или с неадекватными сетями?,0
19884,А где этот чат?,0
19885,а толку то? у них вечно ремонт или авария ),0
19892,Какой? Идите на х**? 😂,0
19902,"У кого-нибудь был опыт смены региона в Apple ID? Правда что нужно дожидаться окончания всех подписок? Если  купил дебильный лингволео на год, теперь целый год ждать?",1
19904,"Печально ( а как правильно называется зарядник для ноутбука и роутера, как для мобильника? Ну чтобы это устройство сначала зарядить от сети, когда есть электричество, а потом  воткнуть ноутбук и роутер хотя бы на пару часов?",1
19918,а что за мини-пк? как диск подключён?,0
19921,так а что это за миниПК-то?,0
19925,Архитектура какая?,0
19944,Да ладно. Интересно как можно слить группу в ТГ ? Дать боту или другому юзеру права владельца?,0
19950,"а ничего, что эти данные и так для всех открыты и видны были? )
зачем воровать группу для их получения?",0
19955,а технически отследить можно новую-старую группу?,0
19990,С одной стороны домен красивый . С другой стороны что ты с ним сделаешь? Заскамишь кого - найдут быстро. Официально ничего туда не повесить. Чисто вот для затычки,0
20002,"эти тоже прикольные. я заполнил форму на юридическое лицо, а они требуют еще данные паспорта. с фига ли?",0
20050,"Всем привет!
Подскажите, а что там за чат был по отключениям света, где можно было в ташэнерго написать? Нигде не могу найти. Или это те чаты полицейские?",1
20066,интересно а есть день девопса ?,0
20073,Добрый день. Подскажите где можно ИБП купить не дорого. Малика?,1
20076,И USB modem какого оператора лучше брать в Ташкенте? В плане тарифов и качества связи,0
20103,"Ребят, всем привет! 
Может, не особо по теме, но я уже не знаю у кого спросить. 
У вас последние 2+ недели нет адских проблем с интернетом? Особенно на звонках? 
Фиг с ним с домашним, но у меня и в коворкинге, и с телефона когда раздаю дико скачет пинг. Причем раньше такая проблема была только с домашним вайфаем, а теперь вообще везде 😭",1
20106,вы в коворкинге работаете?,0
20107,Что за оператор?,0
20109,Мб это у них проблемы с инетом? Кому вы звоните,0
20114,может пинг завистеть от проблем с железом?,0
20205,"Ни у кого нет желания покурить кальян? И обсудить CI/CD, Agile, Js и все такое прочее( нет ).",0
20223,С басиком и рестиком?,0
20234,"Добрый вечер! Если в этом чате эксперты по робототехники? Мы ищем в международную школу тренера по робототехники, который будет готовить детей к олимпиадам. Предлагаем хорошие условия работы! Напишите мне пожалуйста на +998900978163",1
20242,А предложение ещё в силе? 😁,0
20267,Кто-нибудь пробовал заказывать сомсу? Где вкусно? И есть доставка,1
20322,А чего не так то?,0
20323,А Вы серьезно не замечаете? ),0
20346,"А вообще да, про айти лучше давайте.
Думаю подключить второго оператора домой. Саркор часто даёт сбои, что неприемлемо


Что порекомендуете ещё? Район ц4.",1
20382,в Ташкенте? brandstore,0
20394,а Яндекс еда у нас есть же? Я так понимаю там не все кафе просто доступны,0
20420,"Ребят а кто в чт слушал онлайн трансляцию от EPAM? 
Интересует блок как к ним устроится :) на hh вакансий открытых у них нет",1
20424,"А записи нет, случайно? Было бы интересно ознакомиться.",0
20434,Добрый день. Есть возможность отправить груз в город Лондон? Спасибо большое,1
20460,Те теперь фильмы зарубежные на разогреве пускают?),0
20469,"Всём привет! 
Ребята, кто ближайшие дни едет в Ташкент из Москвы?
Нужно документы передать",1
20475,Кстати разблочили твиттер и вк уже?,0
20486,"Всем привет. 
А кто может в одной цифре сказать какой налог у ИП в Узбекистане?)
С доходом до 10000$",1
20490,А самозанятым норм можно работать удаленно?,0
20493,а зачем самозанятым быть если работаешь удаленно?,0
20501,От юрлиц?,0
20514,"$3k через день? Прастите, а чем вы занимаетесь? 😁",0
20516,По миру в золотом бентли людей катаете что ли?),0
20520,"Господа, кто может подсказать магазин или поставщика кабелей Canare или Belden?",1
20522,А как заказывали?,0
20524,А можно ссылку?,0
20533,"То есть ищете людей, которым будете мало платить, которые ничего не умеют и сами не знаете - что будете делать? Звучит как план.",0
20543,"А Вы уже знаете какой продукт собираетесь делать? А то выглядит так, что Вы решили сначала собрать команду, а потом придумать продукт",0
20546,Как вы пришли в айти? С чего начинали вы ? Нужен совет,0
20564,наша будет лучше. Почему? Мы выберем лучших исполнителей.,0
20568,Откуда инфо?,0
20591,"20к сильно. а почему это называется онлайн такси? У вас условно ""таксопарк"" как юр лицо к которому прикрепляете таксистов? а какой рынок?",0
20594,Я  думал у вас без расходов и сидите на процентах (как онлайн таксопарк). а так если приложение то понял. А как приложение называется?,0
20598,У Яндекс нет возможности по звонку принимать заказы? или в областях к яндексу не привязываются? Не уверен какие города покрывает mytaxi и яндекс,1
20612,"всем привет! вопрос мб не по теме, никто не делал интеграцию для ios прилы с appsflyer и подвязкой ревенью ивентов из стороннего сервиса и фейсбука? если есть спецы, у которых есть опыт интеграции - напишите плз в лс, в долгу не останусь)",1
20618,"Всем привет! Подскажите, в каких компаниях в Ташкенте можно поискать стажировки в дата сайенс мл?",1
20646,"Добрый вечер! Подскажите, а что-то входит в программу вечера?",1
20650,"Всем привет
я вроде уже читал, но хотел бы еще раз уточнить, правильно ли я все понял. Я читал, что без ВНЖ в Узбекистане нельзя податься на шенген?
хотел в Ташкенте податься на немецкую туристическую визу ?(у меня паспорт РФ, а ВНЖ в Беларуси)",1
20660,может кто-нибудь пошарить рабочий конфиг?,0
20663,"Всем привет! Мы продолжаем наши митапы и на этот раз наконец-то пойдем в техно: Лазиз Хотамов проведет доклад  на тему ""Устройство памяти в .NET"" и ответит на следующие вопросы:
- Почему fixed, а не GCHandle?
- Что такое карточный стол?
- Почему ссылок из старшего поколения в младшее стоит избегать?

Пройдёмся от общего к частному, от базовых приёмов к продвинутым.
В конце обязательная QA и нетворкинг сессия.

Время: 6 августа 2022 г. в 11:00
Место: IT-Academy (Главпочтамт)
Ссылка на регистрацию: ",1
20676,"Ребят, а кто-нибудь летит в ближайшее время из Таша в Москву? Надо документы передать.",1
20681,Здравствуйте) парни подскажите где кросы нормальные купить? Может заказать где то можно? Или хороший магазин посоветуете. Например рибоки но это не так важно,1
20684,А какой Урбан конкретно? Не понимаю что то. Там на одном магазине сайт с игрушками а Адреса в Гугл картах и 2ГИС разные.,1
20700,"Посоны и пацанессы, мы с женой на следующие выходные хотим поехать в горы на чарвак, я арендую тачку. Друзей у нас тут ещё нет, может есть желающие семейная пара например с нами смотаться? С ночевкой. Мы без выебонов) можно предварительно например погулять на неделе",1
20712,"Всем доброго понедельника!
Кто-нибудь может рассказать про процедуру регистрации телефона в Узбекистане?
Говорят это сделано для борьбы с серым импортом, и если не сделать в течение месяца с местным телефоном, то можно получить кирпич вместо своего айфона😅",1
20714,"Благодарю. 
А это можно сделать без номера телефона, только с устройством?",1
20717,А если номер корпоративный?,0
20723,"😭почему, а я думала счет открыть сложно
А если российский и местный сделать esim? Надеюсь на месте коллеги мне смогут помочь разобраться😂😂",0
20730,"Добрый день! 
Кто может в районе 300000 рублей на доллары поменять? 
Я через Тинькофф перечислю. 
Доллары нужны налом либо на любой карте виза",1
20738,"Добрый день, по какому курсу планиете поменять?",0
20747,"Всегда в обратную от матюгальников работает, разве нет?",0
20749,@Pavel_webnow можете обменять сегодня?,0
20752,Это в рублях?,0
20782,"Позвольте спросить, а Вы где арендуете офис, если не секрет?",0
20783,"Дорогие релоканты) накидайте тегами что взять с собой на свой первый трекинг в горы , через реку и водопады? (Прям по воде идти тоже придётся) одежда? Обувь? Вода? Еда? Че там ещё. Нож огниво и все такое. И ещё лучше где это все купить🤣",1
20820,"Всем привет! Я опять со своими налогами и резидентством:) 
Вопрос такой, есть ли тут люди с ИП, правильно ли я понимаю, что если оформить ИП по упрощенному налогооблажению в 6%, то в целом можно жить вне РФ и платить себе спокойно эти 6%, вне зависимости от времени отсутствия в стране. 
Немного вводных, скоро будет 183 дня,как вне РФ, а так как оформлен в РФ, то налоги станут 30%, что совсем не хотелось бы. Вот хотелось бы узнать, какое решение данной проблемы возможно? Правильно ли я понимаю, что если оформить ИП и перейти на контракт, тогда будешь платить только 6% и в целом неважно живешь ты там или нет?
Но при переходе на контракт, проблема в том, что в валюте на РФ счета запретили вроде как получать деньги. А при получении денег на карту условно Капитала, тогда какие налоги вообще в РФ платить?",1
