id,text,label
18972,"Какие 30 мин.? Осторожнее  с таким советами. Регистрация закрывается за 40 минут. Лучше приехать пораньше и без головной боли пройти и спокойно торчать в отстойнике.
Запросто могут не работать 2/3 стоек и пересменка на границе - и привет.",1
18982,"Добрый день! Можно ли на одну сим карту зарегистрировать два imei (два слота)?
один (физический) слот зарегистрировал месяц назад. Второй (e-sim) сейчас по той же симке можно зарегистрировать, перейдя на e-sim ?",1
19064,"Коллеги, есть опыт обновления сервера 2008r2 на более старшие? 2012-2016-2019-2022.? Лицензия на 2019 есть, продавцы говорили что возможен даунгрейд.  На сервере стоит 1С и пользователи по rdp через впн . Хочу перенести на новое железо, на старом ограничение 32гб оперативы.",1
19354,"Как найти адрес? Лабзак 6 есть, а 6а не могу найти",1
19366,"А были случаи потери резиденства? Если не уведомлять налоговую, то вроде нет обмена данными с пограничниками. А для ИП шников вообще без разницы, налог 6% не меняется",1
19394,А кто знает через какого местного регистратора быстро и удобно зарегать домен в .UZ?,1
19461,"Зарплаты же реально ниже.
У нас до сих пор нормальным считается миддлам платить 2-3к, например. Всё что выше автоматически синьер требования.

Или что-то поменялось? Я просто был в Узб 3 года назад, тогда всё было прям грустно и я из-за оффера уехал.",1
19664,"А правда, что там тучи на небе бывают? Расскажите, какие они?. А ещё ходят слухи, что там вода прямо с неба падает, это правда?",1
19704,"Привет) Кто-нибудь брал билета на поезд через ? Чего то там я не могу найти страну выдачи РФ, это баг какой-то?)",1
19777,Добрый день. Кто-нибудь знает. Резиновый провайдер бесперебойники использует для оборудования? Имеет смысл роутер в квартире на ИбП сажать чтобы инет внезапно не отваливался во время звонка по работе (при отключении света)?,1
19902,"У кого-нибудь был опыт смены региона в Apple ID? Правда что нужно дожидаться окончания всех подписок? Если  купил дебильный лингволео на год, теперь целый год ждать?",1
19904,"Печально ( а как правильно называется зарядник для ноутбука и роутера, как для мобильника? Ну чтобы это устройство сначала зарядить от сети, когда есть электричество, а потом  воткнуть ноутбук и роутер хотя бы на пару часов?",1
20050,"Всем привет!
Подскажите, а что там за чат был по отключениям света, где можно было в ташэнерго написать? Нигде не могу найти. Или это те чаты полицейские?",1
20073,Добрый день. Подскажите где можно ИБП купить не дорого. Малика?,1
20103,"Ребят, всем привет! 
Может, не особо по теме, но я уже не знаю у кого спросить. 
У вас последние 2+ недели нет адских проблем с интернетом? Особенно на звонках? 
Фиг с ним с домашним, но у меня и в коворкинге, и с телефона когда раздаю дико скачет пинг. Причем раньше такая проблема была только с домашним вайфаем, а теперь вообще везде 😭",1
20234,"Добрый вечер! Если в этом чате эксперты по робототехники? Мы ищем в международную школу тренера по робототехники, который будет готовить детей к олимпиадам. Предлагаем хорошие условия работы! Напишите мне пожалуйста на +998900978163",1
20267,Кто-нибудь пробовал заказывать сомсу? Где вкусно? И есть доставка,1
20346,"А вообще да, про айти лучше давайте.
Думаю подключить второго оператора домой. Саркор часто даёт сбои, что неприемлемо


Что порекомендуете ещё? Район ц4.",1
20420,"Ребят а кто в чт слушал онлайн трансляцию от EPAM? 
Интересует блок как к ним устроится :) на hh вакансий открытых у них нет",1
20434,Добрый день. Есть возможность отправить груз в город Лондон? Спасибо большое,1
20469,"Всём привет! 
Ребята, кто ближайшие дни едет в Ташкент из Москвы?
Нужно документы передать",1
20486,"Всем привет. 
А кто может в одной цифре сказать какой налог у ИП в Узбекистане?)
С доходом до 10000$",1
20520,"Господа, кто может подсказать магазин или поставщика кабелей Canare или Belden?",1
20598,У Яндекс нет возможности по звонку принимать заказы? или в областях к яндексу не привязываются? Не уверен какие города покрывает mytaxi и яндекс,1
20612,"всем привет! вопрос мб не по теме, никто не делал интеграцию для ios прилы с appsflyer и подвязкой ревенью ивентов из стороннего сервиса и фейсбука? если есть спецы, у которых есть опыт интеграции - напишите плз в лс, в долгу не останусь)",1
20618,"Всем привет! Подскажите, в каких компаниях в Ташкенте можно поискать стажировки в дата сайенс мл?",1
20646,"Добрый вечер! Подскажите, а что-то входит в программу вечера?",1
20650,"Всем привет
я вроде уже читал, но хотел бы еще раз уточнить, правильно ли я все понял. Я читал, что без ВНЖ в Узбекистане нельзя податься на шенген?
хотел в Ташкенте податься на немецкую туристическую визу ?(у меня паспорт РФ, а ВНЖ в Беларуси)",1
20663,"Всем привет! Мы продолжаем наши митапы и на этот раз наконец-то пойдем в техно: Лазиз Хотамов проведет доклад  на тему ""Устройство памяти в .NET"" и ответит на следующие вопросы:
- Почему fixed, а не GCHandle?
- Что такое карточный стол?
- Почему ссылок из старшего поколения в младшее стоит избегать?

Пройдёмся от общего к частному, от базовых приёмов к продвинутым.
В конце обязательная QA и нетворкинг сессия.

Время: 6 августа 2022 г. в 11:00
Место: IT-Academy (Главпочтамт)
Ссылка на регистрацию: ",1
20676,"Ребят, а кто-нибудь летит в ближайшее время из Таша в Москву? Надо документы передать.",1
20681,Здравствуйте) парни подскажите где кросы нормальные купить? Может заказать где то можно? Или хороший магазин посоветуете. Например рибоки но это не так важно,1
20684,А какой Урбан конкретно? Не понимаю что то. Там на одном магазине сайт с игрушками а Адреса в Гугл картах и 2ГИС разные.,1
20700,"Посоны и пацанессы, мы с женой на следующие выходные хотим поехать в горы на чарвак, я арендую тачку. Друзей у нас тут ещё нет, может есть желающие семейная пара например с нами смотаться? С ночевкой. Мы без выебонов) можно предварительно например погулять на неделе",1
20712,"Всем доброго понедельника!
Кто-нибудь может рассказать про процедуру регистрации телефона в Узбекистане?
Говорят это сделано для борьбы с серым импортом, и если не сделать в течение месяца с местным телефоном, то можно получить кирпич вместо своего айфона😅",1
20714,"Благодарю. 
А это можно сделать без номера телефона, только с устройством?",1
20730,"Добрый день! 
Кто может в районе 300000 рублей на доллары поменять? 
Я через Тинькофф перечислю. 
Доллары нужны налом либо на любой карте виза",1
20783,"Дорогие релоканты) накидайте тегами что взять с собой на свой первый трекинг в горы , через реку и водопады? (Прям по воде идти тоже придётся) одежда? Обувь? Вода? Еда? Че там ещё. Нож огниво и все такое. И ещё лучше где это все купить🤣",1
20820,"Всем привет! Я опять со своими налогами и резидентством:) 
Вопрос такой, есть ли тут люди с ИП, правильно ли я понимаю, что если оформить ИП по упрощенному налогооблажению в 6%, то в целом можно жить вне РФ и платить себе спокойно эти 6%, вне зависимости от времени отсутствия в стране. 
Немного вводных, скоро будет 183 дня,как вне РФ, а так как оформлен в РФ, то налоги станут 30%, что совсем не хотелось бы. Вот хотелось бы узнать, какое решение данной проблемы возможно? Правильно ли я понимаю, что если оформить ИП и перейти на контракт, тогда будешь платить только 6% и в целом неважно живешь ты там или нет?
Но при переходе на контракт, проблема в том, что в валюте на РФ счета запретили вроде как получать деньги. А при получении денег на карту условно Капитала, тогда какие налоги вообще в РФ платить?",1
20843,"Ребят кто сталкивался у Билайна с тарифом Welcome? У меня прошло 3 месяца с покупки симки и они начали снимать деньги за каждый мегабайт, хотя у меня был куплен доп пакет интернета.",1
20868,Может быть вообще есть что-то проще ИП для такого?,1
20973,"У одних родственников есть фирма, а другая родственница работает в гос конторе, где в числе прочего - сдаёт статотчеты. А ""яжпрограммист"", поэтому все, что на компьютере в семье - это ко мне. Угадайте, на чьём компе эцп одной частной фирмы и одной госконторы вместе с паролями?",1
20995,Привет всем.  кто пользовалсься данной услугой? Онлайн прописка. Есть пару вопросов,1
20998,А кто-нибудь самозанятого оформлял через Soliq? Там что-то около 30 долларов оплата в год и больше никаких налогов и получай деньги за услуги оказанные пожалуйста.,1
21219,"А так, 180к - заманчиво, а какие вообще расходы могут быть? Типа, это реально бешенная сумма",1
21413,"Слушай, а в Ташкенте есть вообще смысл на этапе котлована покупать строящееся жильё?
Если я хочу чисто купить что-то чтобы от инфляции защитить деньги, чтобы не уйти в минус.

Просто если года полтора назад можно было за 50К купить 2х комнатную квартиру, то сейчас цены на неё уже меняются до 70к условных, по ощущениям (могу ошибаться, может это не так и до сих пор есть норм жильё). 

Я в ваккуме смотрю на цены через объявления которые проскакивают, может у нас вообще по-старинке надо в офис сходить где дадут прайс-лист на квартиры, и там уже цены другие, хз.",1
21425,"Блин, не люблю эту чисто узбекскую фишку, или просто отвык видимо.
На этапе строительства что-то 2х комнатное реально взять за 40к с учетом базовой отделки, например?
Если речь о полном платеже без ипотек и всего прочего.",1
21458,Я смотрел . Там по Ташкенту было в среднем где-то 120-150 к в баксах ? Если не ошибаюсь.,1
21464,"Согласен дорого для Ташкента. В среднем IT работник в лучшем случае получает 4-5 к баксов. На кого этот ценник рассчитан ? Более богатый люд едет в Дубай. В Европе вроде хотят вообще визы не давать россиянам. Это всё равно, что при Гитлере не разрешать евреям выезжать из Германии.",1
21507,"Всем добрый день! В сентябре приезжаю в Ташкент и остро встаёт вопрос аренды жилья. Может быть кто-то снимает квартиру, где есть свободная комната и и будет не против соседа на пару месяцев?",1
21646,Где сейчас в Ташкенте можно плов вкусный заказать? Хотел в Besh казан. А там закрыто уже(,1
21679,"В голос заорал.
Хотя и возникает вопрос: а как владелец квартиры определяет, что арендатор сидит весь день дома? Следит что-ли?",1
21743,">Налог в РФ повышается с 13% до 30%
это если находится в Узбк, только в этом случае поднимается налог до 30%?",1
21781,"А если я работаю официально в штате на работодателя в РФ, но он не знает, где я физически нахожусь, и что я уже нерезидент. Насколько велик шанс,  что ему налоговая об этом расскажет? (Налоговую естественно я уведомлять не собираюсь)",1
21962,"Привет, ребят! у меня вопрос - где можно посмотреть идеальное ТЗ для разработчика, после получения которого разраб не сожрет джуна юиксера? 😑(оно вообще такое бывает?)
в компании несколько разрабов, неизвестно кому ТЗ попадет, и более того - данные от них разнятся. а такое ТЗ я ни разу не делала еще.",1
21987,"Кто-нибудь решал вопрос с машиной? Есть идея купить тут местную и растаможить ее в РФ. Цены сейчас такие, что с учетом растаможки как раз выйдет такая же цена, как при покупке в РФ. И как я понимаю, можно будет ездить в обоих странах, она же с таможенного учета Узбекистана не снимется?",1
22058,Насколько реально из service desk перейти в девопс? Насколько я знаю обычно переходят из системного администрирования или разработки,1
22063,"Насколько реально из service desk перейти в девопс?

Не уверен, что сервис деск это именно то, с чего надо начинать девопсу.
Хотя наверняка опыт может дать немалый.",1
22224,"Всем привет! Скажите а если долго поживаешь в РФ, то можно отказаться от гражданства РУз, не возвращаясь в РУз?

Дело в том, что подруга устраивается на работу в РФ, где имеется гос. тайна. В связи с этим и требования о гражданстве, невыезде и прочем.

И она говорит, что есть довольно новый закон, который гласит, что в случае долгого проживания в другой стране, гражданство утрачивается автоматически. И тогда это нужно лишь подтвердить документально и это намного более лёгкая процедура.",1
22230,"Тимур, спасибо за ответ! А удаленно нельзя отказаться от гражданства или в случае утраты получить все свидетельствующие документы?",1
22266,"Добрый день! 
Подскажите, каким интернет оператором пользуетесь? И насколько хорошо. Ташкент интересует. 

Возможно конкретно про Sarkor или Netco есть что сказать у кого-нибудь?",1
22271,Добрый день. В Ташкенте где-нибудь можно купить raspberry pi?,1
22317,"Всем привет! Скажите, кто то делал ИП на территории Узбекистана? Это возможно? Может быть этот вопрос уже обсуждался в чате, я присоединилась недавно и листать весь чат нереально. Если обсуждение было, подскажите когда примерно, чтобы предметно искать по чату",1
22321,А я правильно понимаю что закон о персональных данных сводит на нет использование зарубежных облачных сервисов - к примеру размещение почты и приложений? На сколько это жестко?,1
22383,"📱 Магазин Macbro для поклонников Apple 

Ритейл в Узбекистане активно развивается и у нас появляется все больше пространств, в которых при покупке можно быть спокойными за качество, происхождение и прозрачность. 

Раньше мы покупали все на торговых рядах без каких-либо гарантий, а сейчас такие шоурумы как Macbro.

Я побывала в двух шоурумах и записала видео, где вы можете увидеть цены как в сумах так и рублях. 

В чем я уверена? 
🔺 Настоящая продукция Apple;
🔺 Год гарантии при покупке в шоуруме. 

Что вам нужно знать? 
🔺 Вся линейка бренда - iPhone, iPad, MacBook Air, MacBook Pro, AirPods, Iwatch;
🔺 Большой выбор оригинальных аксессуаров; 
🔺 Персонал разговаривает на русском языке; 
🔺 У нас тоже есть система Trade-in. 

Что мне нравится? 
🔺 Все представлено здесь и сейчас, нет необходимости ждать заказ; 
🔺 Уютное пространство; 
🔺 Доставка в Россию и Беларусь - можно порадовать близких.


Шоурум на Ц-1 
Шоурум на А.Навои
ТГ канал
+998 78 777 20 20",1
22493,Всем привет. А через Yolla можно звонить в Узбекистане в Россию или нельзя? Моей жене нужно позвонить в институт какие есть варианты позвонить на городской телефон из Узбекистана? Кроме конечно звонка с мобильного по мега тарифам.,1
22502,а какие варианты? у мегафона не работает без впн их sip приложение eMotion,1
22620,"Всем привет! Кто-нибудь переносил российскую е-sim на телефон, купленный в Узбекистане? Или, может, кто-нибудь в курсе возможно ли это?",1
22668,"почему изврат? Есть очень много стран, где eSIM не нужен. Зачем идти на дополнительные расходы. Вот и предлагают разные модели.

Узбекистан завозит модель без eSIM.",1
22714,"Все привет! Подскажите пожалуйста где в Ташкенте можно арендовать большой монитор на несколько дней? Или посоветуйте коворкинг с мониторами? В Hub module, Ground zero и Impact узнавала - нет.",1
22869,А подскажите плиз в чем проблема пригнать машину на РФ номерах? Там история из серии 2 раза в год пересекать границу Узбекистан - Казахстан не работает?,1
22875,"Добрый день! 
Подскажите, пожалуйста можно ли через click, apelsin, Payme приложении зарегистрировать российские карты Мир, visa? Заранее блогадарю",1
22992,"Ребята, привет!

Каналу Relocationuz нужна ваша помощь. 

Мне нужно сделать Crowdfunding бот донатов для канала. 

Возможно ли такое? Чтобы автоматически высвечивалось на канале, кто сколько задонатил и сколько было собрано за месяц. 

Может быть люди могут заходить в бот, отправлять донаты оттуда же выбирая местные платёжные системы (как в ботах о доставке еды) и чтобы сумма была видна всем.",1
23014,"Я во всем этом не понимаю, но больше не понимаю почему экономический или технический шантаж это свобода и демократия, а газовый шантаж это кровавый тоталитаризм, или я случайно где то испаякался в пропаганде?",1
23093,"Эпл никогда не использовал, там нет проблем с совместимостью для работы? У нас в последний раз даже vpn-клиент на мак не ставился

А по xmg можно примеры линеек/моделей? Мне интересно какие параметры за эту цену сейчас в рынке",1
23139,"работаю много с разными БД, перешел на мак около года назад, на винду никогда не вернусь 😊 Некоторые клиенты пришлось менять, например перешел на DataGrip для работы с кликхаусом, ms sql. Несовместимые проблемы бывают в сложных кейсах, например была бага в тимз, которую не фиксили много месяцев - обновили хранилище сертов на маке, а тимз стучался в старое. Причем пока обычный эир, прошку буду брать через пару месяцев. Кстати кто знает, имеет смысл в дубае искать, а не в ташкенте ?",1
23168,"знаки препинания тебе тоже норм ? Я даже с рф буквами постоянно туплю где запятая в англ раскладке, где в РФ 🙂",1
23275,"Всем Привет! 
есть кто может поднят и интегрировать жира гитлаб и конфлюенс ?
если кому интересно и подсилу пишите в личку. Спасибо",1
23330,"Всем доброго утра!
Есть среди нас резиденты IT park?
Хочется задать несколько вопросов тому, кто уже прошел этот путь, перед подачей заявки.",1
23342,"Коллеги, а кто-нибуть тестил 5G в Ташкенте? Какие отзывы?",1
23509,"- Или Директор по развитию или Директор по цифровой трансформации.
Но тут как то всё вместе замешали.
- Что такое бизнес-операционная модель? есть бизнес-операции, ок, а модель чего? и прорывные технологии организации - что это? кто то знает?
- опыт изменения всего, и такие изменения, что нужно создать абсолютно заново новые продукты. - что насчет опыт создания новых отраслей? кто то вообще знает прецедент создания новой отрасли в последние 20 лет? будет ли эпохальная личность типа Джобса Безоса, Брина или создателя Биткоина работать в узбекистане за 4000$?
- создание новых платформ, а может быть экосистем (снова Джобс? Безос?), сетей (6G?, квантовые телепортаторы битовых состояний?)
- и дата-сайнс и инфобез и кодер (интеграцию писать)

какая то афера вобщем )))",1
23544,"кстати, вот, объясните мне...
с Добкиным то все понятно - в UZ пожалуй самая низкая стоимость владения бизнеса, но чем сюда заманивали сотрудников то? за какие такие коврижки они выбрали не Грузию где и море и горы, не Турцию, не даже Алматы, где авиа недорого и уровень жизни выше...
а UZ?",1
23593,"Ребят а кто-нибудь работает в click? 
У меня есть пара вопросов :)",1
23598,"Всем добрый день) 

Есть маленькая кошка кто хочет себе забрать?? (бесплатно)",1
23610,"Добрый день.
А кто-то уже занимался вопросами покупки тут всякого для светодиодных лент?
Интересует ""а куда ехать, чтобы найти/купить блок питания для светодиодной ленты?""

Только с алиэкспресса заказывать?",1
23726,"Кто то планирует участвовать в Hacktoberfest ()? У нас в Percona есть проекты, если что 🙂 
 

Hacktoberfest это глобальное мероприятие челендж для развития и поддержки Open Source. По всему миру с 29 сентября пройдут мероприятия, тысячи разработчиков будут участвовать в разработке open source проектов. Участники с 1 по 31 октября должны сделать минимум 4 принятых PR/MRs в репозитории участвующих проектов. Первые 40 тысяч получат призы.",1
23755,"Коллеги, а кто нибубудь имеет опыт использования Microsoft365 в Узбекистане? Какие отзывы?",1
23796,"Ребят, провалидируцте кто знает, плз. Для вьезда в узбекистан ни пцр ни сертификат о прививках ведь больше не нужны ?",1
23818,"Интересно, а у свифта есть какой-то SLA для клиента? Наверное где-то это должно быть прописано, но где - не ясно. Вряд ли где-то в тексте оферты что-то такое есть. А то ведь так можно тянуть неограниченно долго.",1
23821,"Странно. Такие сроки могли быть когда платёжки ходили по бумажной почте. Сейчас-то чем это объясняется? Единственная мысль что специально тянут, чтобы если будет отказ клиент не бежал сразу же ругаться. Через месяц любой рад будет если ему хотя бы вернут его деньги.",1
23923,"Всем привет, а тут собирают какие-нибудь встречи чисто для it?)",1
24037,"Уж коли у нас офтоп пошёл 2 вопроса.
1) Фундук свежий начали продавать или ещё рановато?
2) В Ташкенте хорошую бастурму купить можно? Модет какие-то армянские магазины есть...",1
24072,"Раз уж пошло выяснение где брать, посоветуйте норм место где купить курятинки?) сорри за оффтоп конечно, нехорошо))",1
24250,Добрый день всем! Есть ли в данной группе IT-специалисты работающие в местных компаниях?,1
24266,"Правильно я понимаю, что блок питания сгорит чтобы спасти сервер?",1
24309,"Коллеги, вопрос ленивого человека. 

""есть ли на Малике возможность купить ноутбук хотя бы 2020+ года, новый, с ssd 512 Gb и ценником ДО $500"" ?
Может кто искал/видел/знает/недавно был на Малике.

Или скиньте, пожалуйста, ссылку на продавца/сайт, где можно посмотреть модели и цены по моим самым простым требованиям.",1
24331,Добрый день уважаемые! Кто может поделиться полезными информациями о телеграм-ботах? Хотелось бы получить новые знание в этой сфере. Заранее спасибо за ответ😊,1
24338,"Кто-нибудь знает что вбивать у ucell, чтобы режим модема врубить на айфоне ?) чёт первый раз такое вижу, обычно там оператор все автоматом прописывает 💁‍♂️",1
24342,"У меня следующий вопрос:

Где и как получать документ ""Copy of clear criminal record"", который требует работодатель из европейской компании?

Я уже не в России, но мне требуется этот документ для заключения контракта с работодателем. Не знаю, нужно ли мне писать доверенность кому-то из родственников, оставшихся в России, или нужно запрашивать документ уже где-то здесь, в Узбекистане.",1
24357,"Вы знаете, где этот документ получить в Узбекистане, будучи нерезидентом? Уже в местных госуслугах?

Я пока спрошу компанию, откуда им нужна справка",1
24370,здравствуйте . я тут слышал про перепады напряжения. обычный юпс для компа спасёт от такого?,1
24483,А есть вообще какие специальные сайты для поиска работы в ит в Узбекистане?,1
24493,"Здравствуйте, подскажите, пожалуйста. Внедрялась ли продукция кампании SAP на предприятия в Узбекистане и соответственно можно ли найти работу разработчикам для этой системы(язык ABAP)?",1
24580,"странно. как гриццо with all due respect к Армении и Грузии, разве Узбекистан не более развитая страна? Ну или тот же Азербайджан, если очень хочется именно в Закавказье?",1
24645,Кто-нибудь перевозил личную технику из Москвы в Ташкент? Каким агентствами пользовались?,1
24666,"Добрый день!
Говорят, что нужно IMEI зарегистрировать, если надолго, иначе телефон заблокируют
Скажите пожалуйста, где это делается и какие документы нужны? И в какой срок нужно успеть?",1
24720,"Подскажите, можно ли где-нибудь купить роутер с поддержкой в openvpn client и 4g?",1
24765,"Добрый день. Подскажите, посылки с алиэкспресса по территории Узбекистана отслеживаются? У меня прибыло в страну назначения и тишина уже неделю.",1
24824,"Всем привет! Сорян, если уже писали, но где лучше всего искать вакансии в IT сфере в Узбекистане?",1
24831,Это на телефоне можно сделать? Или ноут нужен?,1
24838,"Всем привет. В гайдах (тут и на ) написано про то, что можно находиться 60 дней и потом через бордер ран продлить срок пребывания. При этом, на сайте МИД  () написано, что срок временной регистрации может составлять до 6 месяцев и пролонгироваться. Как на самом деле обстоит ситуация?",1
24840,"Всем привет. На сколько рабочая схема, подключаться из РУ по RDP на пк в РФ на котором запускать рабочий vpn? Нет ли блокировок rdp? (рассматриваю как временное решение, пока на месте не разберусь с vpn)",1
24949,"Ребят, как считаете, не будет ли Узбекистан выдавать обратно тех, кто уехал из России?",1
24992,"Всем привет.
Наверняка есть те, кто сохранил работу удалённую и переехал в узбекистан.
Скажите пожалуйста как вы переводите, если переводите, деньги с российской карты на узбекистанскую?",1
25064,"Нужно купить мышку и type-c док к ноуту, где такие вещи можно в одном месте достать? Mediapark, Texnopark?

Хорошо бы в одном месте было несколько магазов, чтобы пробежать",1
25099,"ну так я тоже имею этот вопрос 😀к примеру, ВНЖ требует нахождения в стране более 180 дней а году, покупка недвижимого/движимого имущества - это налоги и они для не граждан в 100 раз выше, валютное законодательство - закроют вот всем нарезам счета и что делать?",1
25109,"Мне на госуслугах справку выдали на русском. Я не помню при заказе услуги выбора языка, только наличие апостиля. Теперь переводить и к нотариусу?",1
25139,"Всём привет! Есть кто-нибудь, кто воспользовался ит-визой в Узбекистане?",1
25188,"Всем привет!

Кто работает на западные компании или фрилансит, поделитесь, пожалуйста, лучшими практиками:
- стоит ли регистрировать ИП в Узбекистане?
- как платить налоги?
- как принимаете платежи? Payoneer?

Спасибо)",1
25278,"привет, какой лучше выбрать банк в Ташкенте и карту ?",1
25339,"У меня стандарная ситуация openvpn клиент, раньше подключался в мск до работы без проблем. Тут уже почитал что блочат. Вот ""правильная конфигурация"", это что значит? Мне нужно написать своим админам в компании чтобы они сконфигурили, как надо? Или настраивать нужно сервер, который мне нужно самостоятельно поднять на vps?",1
25372,"А подскажите тупому, как мне на работу теперь попасть?😄 или сертификаты прислал просто показать, что оно работает?",1
25447,"Добрый день!
Где наши айтишники могут работать в Узбекистане?
Какие зарплаты?
Есть спрос на аналитиков?",1
25492,Всем привет! Тестировщики в Узбекистане пользуются спросом?,1
25597,"Всем привет. Народ как обстоят дела с интернетом в отелях в Ташкенте? Можете порекомендовать какоц-то на первое время, чтобы более менее удалённо работать можно было.",1
25638,"Привет! Посоветуйте, пожалуйста, где лучше покупать технику? Например, монитор.",1
25680,А для русских эммигрантов устроиться реально вообще? Или лучше вариант с удаленками искать?,1
25702,AliExpress через сайт заказываете? Или приложение работает? У меня русское ставится почему то,1
25704,"А чем русское отличается? Я просто ставил приложение и заказывал, как впрочем и через сайт. Я местный, если что) указывал локальный адрес и все.",1
25716,"Ребята, подскажите есть ли варианты джуном утроиться в Ташкенте или на стажировку какую-нибудь для набора опыта?",1
25782,"Всем привет! Подскажите, пожалуйста, мне необходимо подключиться к впн с локацией рф. Какой ни скачаю, везде нет коннекта. Кто знает рабочий впн?",1
25804,"Всем привет! А можно ли устроиться на remote работу в зарубежную компанию и получать зп на узбекистанскую карту, находясь в Узбекистане? Удерживается ли в этом случае налог и какой?",1
25819,"Коллеги, подскажите пожалуйста, может ли middle разработчик с 5 годами опыта рассчитывать на оплачиваемый релокейт?",1
