question,class,label
"Всем привет! Сразу хочу извиниться, если пишу не в тот чат...но другого по теме не нашла. Проблема моя такая. Где-то через три недели после приезда на Бали стали сильно выпадать волосы, прям очень сильно, вся подушка в волосах и на полу много. При расчесывании клочьями остаются волосы на расческе Я так очень скоро останусь лысая...Думала, вода, акклематизация и пр. Но уже больше двух месяцев здесь и лучше не стало. Может кто сталкивался с похожей ситуацией? Может посоветуете средство или шампунь для укрепления волос? Или ещё какие процедуры? А главное, где это все можно на Бали купить или сделать?",0,1
Ты В нетрадиционный гороскоп веришь? ,0,0
"А как узнать есть ли иммунитет к ветрянке? Есть анализы какие-нибудь? у меня никто из родственников не помнит, болела я или нет",0,1
я тебя убью щас) я тебе чо говорю? Что мы друзья! Ты все равно за это топишь ,1,0
В чей номер дала? ,0,0
"Соседи, такой вопрос: будет ли считаться перепланировкой, если поменять назначение комнат, в моём случае туалета и «гардеробной»? При условии, что положение перегородок не менять.",1,1
Ну вот и мне сегодня свекровь позвонила и сказала вобше писать от неё отказ чтл если ставить кучей неизвестно какие последствия это даст.. А как быть с тем что акдс и полиемелит в одно время?  Полиемелит это тяжёлая вакцина?,0,1
"Нужен совет! У ребёнка 2, 8 расстроилось пищеварение,накануне ели в кафе, жидкий стул, первый день 3 раза сходил, второй 2, потом смекту давала и типа нормализовалось всё, успокоилась.  3 дня нормально, потом опять  жидко, и вот уже 5 дней ходит 1 раз в день жидко или с жижей. Кроме стула все как обычно, не считая ""не хочу"", ""не буду спать"", "" не пойду""(но это больше про возраст? Ещё оказалось смекту я даю в малышковской дозировке . И вот получается, что делать?дать нормальную дозу смекты и посмотреть, что будет(а завтра 6ой день приёма,то есть можно ещё, ее до недели прописывают давать же).Идти сдаваться педиатру?  - Не хочется потому что сами знаете что. Энтерол подключить? Что ещё в таких ситуациях делают?",0,1
"Валяйте, это видимо смысл Вашей жизни. А если серьёзно, то принимать их надо прежде всего Вам, невозможно же столько бесполезной информации нести во внешний мир, остановитесь на минутку, подумайте, оно действительно ли нужно другим людям, вот ""такое"" Ваше мнение? Они же как-то жили до этого",0,0
"Гроини, ты говорил, что ты тоже школьник. А в каком ты классе? Вопрос вообще никак не связан с тем, что было выше. Та тема уже закрыта, мне просто интересно. Можешь не отвечать , если не хочешь",0,0
"Скажите пожалуйста, постельное белье с валдбериес можно вернуть ? Если, например, получили в пункте выдаче и тут же его вернуть.",1,1
Для тех кто в танке :-))). Теннисные мячи в стирку и все? Или какие-то ещё тонкости есть,1,1
"А месячных не ожидается? Лучше конечно сходить на УЗИ, если ничего не покажет то выпить но шпу",0,0
"Соседи, кто ставил двери Эльбор. У вас все ок было с коммуникацией? 
Завтра по плану установка с утра, а последний раз созвон с ними был неделю назад с сообщением, что дверь в процессе и что 21 числа утром установка и позвонят накануне. 
Сегодня тишина и на звонки не отвечают. Да и сайт упал ",1,1
"Всем привет!
Может кто поделиться купоном/ промокод в мвидео? ",0,1
"Доброе утро.Мамы,у кого детки учатся,или идут в первый класс....везде говорят о дистанционном обучение с сентября,что думаете? Может  кто то писал какие то письма,или знают об этом,? Кто детям 1 класса все будет обьяснять? Вообщем от всего кругом головаПереживаю очень",0,1
"Девочки, а в такую погоду кто нибудь гуляет с детьми? А то меня мама моя замучился выгонять на улицу с ребенком. Мол, комаровский говорит надо гулять при любой температуре, только сокращать время прогулки. А я как представлю - одеваться полчаса с ребенком, чтобы пять минут погулять.",1,0
"О так а как с ковидлой бороться? Вон еврогеи старшеклассников давно держат на дистанционке, а чехи даже малышей удумали (ну хули еще гашек угарал над дебилами)",0,1
"Бонжур, друзья! Кто-нибудь летит из Москвы в Ниццу? Нужно передать детские кроссовки тряпичные. Отблагодарим",1,1
Кто-нибудь был в МФЦ сегодня? Как там обстановка?,1,1
"Девочки, сегодня поставили ребенку прививку пневмококковую, поднялась сейчас температура 38, что-то нужно принять и что? Поделитесь опыт у кого была реакция на неё?",1,1
Девочки всем привет!! Пожалуйста подскажите где можно купить ароматические диффузор с палочками? Если что то знает Отпишитесь плиз,0,1
"Милые девочки, а кто знает, на Паданг Паданг на приливе или на отливе надо приезжать, чтобы покупаться с ребенком? Когда комфортнее? подскажите, пожалуйста, в основном чате не отвечают",0,1
В какую игру можно поиграть с соседями на самоизоляции? Естественный отбор,1,1
а ты откуда знаешь? ,0,0
"Закажите все кроме последнего, а его купите
Это от затяжного насморка назначили о котором вы спрашивали недавно? ",1,0
Вы уже начали делать ингаляции? У вас кашель?,0,0
Как ощущения? На небольшие коврики заедет?,1,0
"Девочки, есть ещё свободное место за столиком?  хочу присоединиться к вам!",1,0
Всем доброе утро. Кто знает где есть рынок с продуктами в районе семиняк или чангу?  Спасибо,1,1
"Девочки, вы все знаете) Подскажите надежных ребят по установке тёплого пола. И может есть у кого-то отзывы на компанию Новатор? Хотим у них тёплый пол купить и установку заказать, а отзывы через раз. Можно в личку.",1,1
Она потяжелее. А ее в ручную кладь в самолет можно? Или нет?,1,1
"Девочки привет, маски обязательно из нетканого материала? Или можно пару слоев хб?",1,1
"Всем привет!
Кто-нибудь вкратце ответит во 2 корпусе не отменили случаем охрану?)))) Если нет, то что-то для этого предпринимается? Миллион чатов, ничего не читаю, была бы признательна за краткий экскурс по ситуации)",0,1
"Девочки, кто давал детям Эм-курунгу? Напишите отзывы, пожалуйста!
У дочки проблема с .
Может у кого-то есть положительный опыт приема) или наоборот...",1,1
"Девочки, меня кладут в больницу((( подскажите, могут ли мужу дать больничный по уходу за ребенком? Кто был ы такой ситуации?(((",1,1
Это в личном кабинете обе ? Или в почтовом ящике ?,0,1
Так всё таки детям до 4х лет получается?  Кто то уточнял?,0,0
Девочки где находится нологовая по Октябрьском району? Советская 55?,1,1
А она на дом приезжает? Может Вы знаете),1,0
"Всем привет,ребят,ни у кого дома нет декоративной подушки в виде куска сыра? Размером с А4 или чуть меньше? Ребёнок в саду мышь и сказали купить/сделать в аренду готова взять",1,1
"Всем добрый день. Подскажите пожалуйста ещё раз по поводу путинских Если я буду подавать, скажем 2 августа, то мне надо справку о доходах за какой период? С февраля 2020 по февраль 2021? И ещё, муж увольнялся, не работал три месяца, ему надо копию трудовой? Справка 2 ндфл подойдёт?)",0,1
Декретные до 1.5 лет тоже в доходы считаются? Я просто их не получала пока,1,1
"Девушки, добрый день! может кто подскажет где купить упаковочную пленку для переезда? чтобы вещи обмотать",0,1
"И чем это поможет? :) тем, что будет видео того, как люди в масках и перчатках обносят квартиру  вон у нас сколько фото и видео преступлений из подъезда )",0,0
В коридоре нет щитка? Можно по быстрой рубануть свет,1,0
"Девушки, где купить крем депилятор? Обычный. И желательно Убуд. Может видел кто? 
И как он выглядит здесь?",0,1
"Подскажите пожалуйста кто знает, есть ли в сануре кафе /бары/ рестораны с игровыми для детей? Как называются ? Благодарю за ответы ",1,1
"то есть так же примерно? врач меня побоялась обнадежить, сказала посмотрим как дышать будет",1,0
А ты сочувствующий ? Или хочешь провести расследование ?,0,0
"Скажите пожалуйста, в садике тоже есть развивающие игры? Или там дети спят, кушают играют сами с собой? Воспитатели с ними занимаются? Сад может заменить школу раннего развития?",1,1
Де-юре или де-факто? )),1,0
"Классно , как вы так ? Вроде тоже показываю , но не смотрит, внимание пытаюсь привлечь...",1,0
"Девочки, привет!

У кого есть опыт получения австралийской визы за пределами России, откликнитесь! 

где сдавали отпечатки пальцев? ",1,1
"Доброе утро!) у дочери в кале стала замечать кровь, подозреваю трещину, какой детский врач практикует это? Подскажите пожалуйста, может кто сталкивался с данной проблемой? Может врачей каких хороших знаете? Хирург поможет в этом вопросе? Дочери 3,7",0,1
"Расскажите пожалуйста 
Они не могут отказать? 
Есть такой закон?",1,1
"Если за месяц не прошёл нам к нему? С одной стороны это скорее всего на зубы, много слюней, именно ночью и кашляет. А с другой боюсь, что вдруг что вдохнултут еще писали об этом",1,0
"Супер. Это на Буките? Скиньте пожалуйста геолокацию, если не трудно",1,0
"Девчонки, убуд, у кого есть желание сегодня в акашу? Одной не охото, в личку, хорошего дня!",1,0
а разве теперь не только в Москве надбавка? по моему 10 лет теперь прожить нужно,0,1
"Девочки, смотрю на шляпы плетённые, сумочки и они всюду одинаковые, где-то 6-8 видов повторяющихся. Может знаете место, где можно купить красивые и не за все деньги мира? В районе манки фореста или в другом месте в Убуде?",0,1
залог? ),1,0
"Девчонки, есть ли на Буките какие-нибудь активности? Позавтракать вместе/йога/сёрфинг? Можете писать в лс ",0,1
"Девочки, привет!Кто ездил на Лембонган недавно? Только тест нужен или сертификат о вакцинации?",1,1
Типа оргия? Запрещено сейчас,1,0
"Девочки, доброй ночи. Подскажите, лечение ангины это однозначно инфекционка? Или можно пробовать дома вылечить? Не самостоятельно, конечно, назначать ребёнку лечение, а под наблюдением педиатра.",1,1
"Доброе утро! Подскажите сайт, где вы смотрите?  Я вот через этот смотрю, здесь ошибка уже 2 недели.",1,1
"Всем привет.у ребёнка зубки режутся, было у кого что до крови расчесывал? У моего сегодня все рукава в крови, нам 3 месяца, думаю пацарапал пальцем, я мазью охлаждающей мазала, но теперь не знаю что делать, кровь же",1,1
"Девушки, кто спец по цветам? Есть такие?
В этом году выставила на утеплённый балкон декабристы, красный и белый. И оба дали много бутонов и красиво цветут. Можно их занести в теплую комнату или им комфортнее на прохладном балконе? Хочется красоту занести в комнату, но, боюсь, им будет некомфортно.",0,1
Уважаемые соседи из сданных и заселившихся секций! У вас вертикальная или горизонтальная разводка труб отопления? Вам сдавали квартиры с теплосчетчиками на батареях? Принимает ли эти показания УК? Или за отопление платите по площади квартиры? Спасибо!,1,1
"Машулька, спасибо!
Про магний я знаю) пью сама и даю школьнику)

Маша а б6 кто назначил? Педиатр/невролог?",1,0
"Как ночные убирали? Если истерика будет, это стресс считается?",1,0
Продаются в аптеках тесты на беременность? И сколько стоит?,1,1
"А зачем сдавать, если вы болеете? Что вам сейчас это даст? Лечение назначат ровно то же. Кт так же не получится сделать да и незачем.

Чтобы ещё подхватить заразы? Чтобы заработать осложнение? 

Нет смысла сдавать анализ.",0,0
"соседи, подскажите, где можно по близости пройти то и получить **диагностическую карту**? страховку обновлять скоро.",1,1
Норм аксы? Или что-то поменять?,1,0
Серьезно? Всегда было интересно как там в Монголии жизнь,1,1
Как можно получить удочку? 3 способа есть,1,1
"Девочки, а температура если 37.6. вызывать скорую или наблюдать? Настроение хорошее у дочки, просто горячая. Зубы лезут, думаю. Вчера вообще не в настроении была",1,1
"Вы знаете где купить нитку и иголку в Семиньяке? Если да, подскажите, пожалуйста ",0,1
"с каких пор савеловский сити это что-то хорошее? там жильцов избивают на глазах охраны, а охрана только рада помочь ",1,0
"Девочки, тантум верде есть детский? Сыне пшикнула обыкновенный а его вырвало",1,1
"Девушки, кто хочет сегодня почилить в Куте на пляже? Сегодня классная погода и отличные волны. Модно ПосерФить",1,0
"- Веня, а вот Роза говорит, что ее муж может и пять раз за ночь...
- Сара, а кто тебе мешает? И ты говори...

Люди много что говорят. Прежде чем перестраивать свою жизнь, есть смысл подумать - а надо ли?",0,0
Даже интересно. А потребители всего этого тоже в ЖК живут? Или из других мест приезжают?,1,1
"Девочки, может вопрос глупый. Ребёнку год и три,мне самой можно в рацион употреблять молоко или рано ещё? Или нужно смотреть на ребенка? Или  чем дольше не пьешь его,тем лучше?",1,0
"Вы ГВ читали? От 17 или 18 числа? Валерия или Виктория пишет. Так и в той группе, нет смысла писать, если ребенка хвостом от собаки считают...",0,0
"Это как масло для лица, получается? Оно же не смывается, да?",0,0
"Девочки, подскажите, где можно купить игрушки ручной работы? Желательно сегодня завтра. Можно новогодние)",1,1
"Девочки , всем привет  Нам 1,5 месяца, с 10 дня малышка хнычет, ножки поджимает думали колики и врачи так же говорили. Что только не перепробовали от колик , но все безуспешно. Исполнился месяц сдали кал на анализы, обнаружили «Клебсиеллу пневмония» педиатр назначила лечение, сегодня пятый день эффекта нет  так же сильно мучается от боли в животике, бессонные ночи. Кто с таким сталкивался? Чем лечили, помогло ли, как быстро помогло?",1,1
Девчонки.посоветуйте пожалуйста пульмонолога для взрослого? После ковида консультация нужна,1,1
Это как при правильном? Мазать совсем маленько?,0,0
"Мамочки, кто есть юристы? подскажите , за кап ремонт все- таки смогут принудить оплатить ? Стоит платить за него вообще ? А то долг за 3 года накопился. Цифры страшные) порываюсь все же начать платить )",1,1
Задайте себе вопрос - почему за право работать вы должны платить налоги государству? Так принято в обществе.,1,0
"Господа, добрый день!
Только заехал в квартиру (1 корпус). Встал вопрос по поводу подключения к интернету. Выяснил, что в доме всего один провайдер (Ловит) и других в дом ПИК не пускает, но отзывы в интернете у него просто отвратительные.
Расскажите, пожалуйста, как вам данный провайдер? Какая скорость подключения, скорость самого интернета, качество работы тех. поддержки?",0,1
Девочки а на Буките где есть почтовое  отделение ? Может в Унгасане есть?,1,1
"Вы серьезно? Низкие цены на продукты?
Почему жкх только в области?",0,1
"А боботик же от газов а не как не слабительное, его то зачем? От препаратов железа газов не бывает, а вот кал становится гуще это да, ещё темного цвета",1,0
Сколько она печёт вафли по времени? Равномерно прожаривает?,1,0
"Посоветуйте пожалуйста, что-нибудь от ПОСТАКНЕ. 
Только, что реально помогло) 
Нет сил уже терпеть... И ходить с такой кожей
Обсыпало просто ужас, может это акклиматизация такая? Было так  у кого-то в первые месяцы?",1,1
"Алена, а стяжку какую делали в квартирах с отделкой? Полусухую или обычную?",1,1
"Девочки, подскажите, пожалуйста, когда приходит первая выплата по ухожу до 1,5 лет: месяц в месяц или на следующий месяц за предыдущий? У меня 13 апреля закончился больничный по БИР. Думала, что детские ждать только в мае за полмесяца апреля. А тут на вклад вчера какую-то сумму перевели. И очень похожа по расчётам как раз на детские за апрель. То есть выплачивают так: в апреле за апреле, в мае за май и тд..",1,1
"Девочки подскажите были сегодня на приеме у педи. Анализ кала сдавали. Сегодня назначили 
клебсиеллезный бактериофаг в течении 7 дней по 2р по 5мл пить и 15 клизма. Затем баксет в течении 10 дней по 1р. 
Кто нибудь сталкивался??? Как детишки реагируют???",1,1
"Тебе как срочно? У меня есть контакт флористического магазина, они доставку могут сделать. Не знаю как быстро (локация Керобокан), это далековато от вас.",1,0
А весь ЖК в темноте? Или только двор 5к ?,1,1
"Дим, разве не по общедомовомупеперасчет? Если ваши ИПУ (индивидуальные) не введены в эксплуатацию (не приняты УК к учету) , по ним не могут же считать",1,1
А где вы находитесь? Вам точно не надо?,1,0
"Как я понимаю, большинство вообще не из Франции. Потому сидят и молчат. Может, кто-то в отпуске был и влюбился в Ниццу. Кто-то начитался и мастурбирует в мечтах... Ну как может быть 778 человек, из которых 102 в сети и все молчат? ",0,0
"Да, дед уже умер давно) где такое? На Кавказе в ауле?",0,0
Как он ломает? Без пароля что ли?,1,0
"Прошу прощения за вопрос, если уже было сто раз)) пенсионеры-москвичи 60+ сейчас все с заблокированными соц.картами для бесплатного проезда на метро? Или есть вариант привитым пенсионерам ее разблокировать для метро?",1,1
"Я думаю вам не стоит переживать и гнаться за этими правилами или как это назвать? Где то пишут, что ребёнок уже в год должен много чего, но не все дети это делают и не значит, что с ними что-то не так) у какого свой темп развития как физического так и интеллектуального)) плюс тут надо смотреть на вас и папу ребёнка, если вы крупными не были и не являетесь, то в кого ребёнку быть крупным)  на примере своей дочи могу сказать, что первое пришло на ум: все знакомые дети нашего возраста в 10 мес уже умели спускаться и забираться на кровать и диван, у меня дочь начала это делать только в год и 2 мес, но при этом пошла в 11 мес, а кто-то ходить начал чуть позже) так что не заморачивайтесь особо, главное, чтоб особо от таблиц ребёнок не отставал) 
4 коридор это среднее значение, но разбег в + - 1 коридор вполне допустим и ничего страшного нет",0,0
"Мамы, подскажите покупали ли вы манеж? Пригодился? Или как то по другому обходились? Много у кого есть, думаю нужен он нам или нет?)",1,1
"Девочки, привет
Скажите пожалуйста где хорошая лаундри в Семеньяке? Где теплой водой стирают. Устала белые вещи забирать когда просто серую грязь смыть не могут ",1,1
"Добрый день! Подскажите, как проходит полёт с 5-месячным ребёнком? Его на ручках все время держать или в автолюльке нужно? Не летала на самолетах во взрослом возрасте, переживаю, как дочь перенесёт перелёт и сама-то боюсь. Перелёт недолгий, 1 час 20 минут. И как время проходит после регистрации? Просто сидишь и ждёшь, пока в самолёт будут пускать? Боюсь ужасно",1,1
"Здравствуйте, к какому врачу ходили? После отлучения от ГВ ситуация усугубилась ",1,1
"А как вы спрашивали? ""Как вы относитесь к естественным родам?""",1,0
"Девочки, с манту купаться можно? Вчера поставили",1,1
"Если брать данные этой книги как аксиому, то какими же развитыми должны быть детки-отказники. Судя по книге, взрослые, выросшие без родителей, должны быть психически устойчивые, с прекрасным телом, высокого роста великолепные люди. Уж кто, а отказники спят отдельно с самого рождения в собственной кровати и вынуждены спать одни. 

Почему же мы видим обратную печальную картину? И это видно без всяких исследований.",0,1
"Девочки, кому при беременности ставили диагноз многоводие? Как все прошло? Сказали, что это «лечиться»лишь родами. ",1,1
А там сейчас появились? Я искала месяц назад и в 3 магазинах были только леггинсы.,0,0
"а что не так с вышками? они маленькие, вид из окна не загораживают",1,0
"Вы в каком районе? Я смотрела солнечный, точно помню частный садик на объездной с ширямки",0,0
"только заметил, что у меня оказывается часть темницы таки не исследована. Как туда попасть? Вроде стены больше не ломаются нигде",1,0
"Мамочки, подскажите, кто сталкивался с кариесом у малышей! Нам 2.3, обнаружила на верхних резцах кариес. Как лечат его у детей? Моя доча, точно знаю, ни кому в рот не даст и зашлянуть. А как лечить будем - боюсь даже представить!",1,1
"Всем привет:) 
Взяла рандеву на ноябрь в вильфранш, а там список документов, которые надо со собой притаранить, не нашла. Тока паспорт или не тока? Кто знает ?",1,1
"А как дорога до этих гор, на машине с низкой подвеской реально проехать? а то в августе хотим съездить посмотреть эту красоту",1,1
"Кто помнит сериал «Ранетки»? Вот думаю пересмотреть, интересно сейчас будет мне или нет? 
Или вообще «Кадетство» бахнуть...",1,0
А возможно по расписанию это сделать? Брат рядом целыми сутками бу-бу-бу  чтоб хоть после 21:00 тишина вокруг была ,1,0
"Стася, а у Вас цель погулять или чтобы ре спал на улице? Пусть глазеет по сторонам, познает мир, я думаю слинг это самый лучший вариант)   Мы гоняем в рюкзаке и на улицу мы выходим только после сна, дома спит я или сама посплю или дела поделаю свои, а гуляем вместе получается",1,0
"Добавлять неперемолотую постепенно, по ложке. 
С младшим похоже было. Так и делала, сколько-то съедал немолодого, потом перемалывала. 
Даете ложку? Может пусть сам пробует есть? это интересно, хоть и грязновато, но оно того стоит)",1,0
С салом? Фууу...,1,0
"А как вы понимаете, что вот это - я занимаюсь с ребенком, а вот это - нет? 
Малыш ведёт себя соответственно возрасту - концентрация 1.5-2 минуты) 
Рисовать можно, как начал сидеть, тут опять вопрос - что вы в это понятие вкладываете? Какая задача?
До 3 лет рисование - знакомство с материалом, с его свойствами, в том числе на вкус и падучесть) т.е. ""мазня"" в самом прекрасном значении этого слова
Можно садить ребенка в ванну и давать ему пальчиковые краски, самой рядом рисовать, но не учить)",0,0
"А почему никто не советует платного врача на дом вызвать или в Нейрон съездить? А советуют дома с температурой сидеть?? Врач хотя бы хрипы послушает и посчитает частоту дыхательных движений, чтоб пневмонию исключить, так-то это не шутки. Детки за день увядают ((",0,0
"Девочки, приветик! У меня доча 7,5 мес. ни лежать ни сидеть в коляске не хочет. Выгибается и орет. На ручках успокаивается, поставишь ее тоже стоит спокойно. Как гулять ума не приложу. У кого так было, как гулять ходили? Это пройдет?",1,1
"В смысле часто кормите? Часто это сколько? В вашем возрасте нормально ""висеть"" на груди, у меня дочь ела каждые пол часа, а вечерами могла сосать от полу часа до 3х часов, и не срыгивала, а вот когда перерывы были большими на фоне отказа от груди, тогда да, фантанировала знатно, так что кормите По требованию, по первому шевелению носа в сторону груди и забейие на мед сестру с такими советами ",1,1
"Идиот тв что ли? Я стрелок, использую мини акулу, а иногда и адамантиевый меч,максимум",1,0
"Можете оценить от 1 до 10? Я не совсем его достроил, как дострою тогда отправлю ещё скрин",0,0
"Зачем? Есть ведь Бронкс, Куинс и Гарлем, там наши люди...",1,0
"Всем привет! Девочки, собираемся съездить в Амед на выходных, буду очень благодарна любым рекомендациям! Что посетить? Куда заехать? Где вкусно покушать с красивым видом? Какой отель классный снять на одну ночь?",1,1
"Девочки , всем привет. Подскажите , пожалуйста, в какой город лучше ехать? Где меньше дождей? И рядом океан? ",0,1
Садик в каком районе? На очередь надо вставать?,0,1
Я тоже тут. Сегодня 3 день. Мне кажется я сойду с ума за месяця ребёнка папе отдала ( он тут с новой семьей) и вот « отдыхаю».... давайте вместе отдыхать? У меня в отеле нет русских ,1,0
"Девочки, подскажите, пожалуйста, умер айфон, сейчас восстанавливаю мессенджеры на айпаде: для Вотсапп и инсты используются различные приложения на вышеупомянутых устройствах? Не могу найти знакомые значки в аппстор",1,1
Это до сих пор? Сколько времени прошло?,0,0
"мне всегда было интересно, а камеры на подземной у нас есть? только на въезд/выезд или по парковке тоже?",1,1
"Подскажите вдруг кто знает с начальным вальгусом у ре остеопат может чем-то помочь? Бесплатный ортопед сказал носить обычную обувь дома и ждать до 3х лет, но как обычно не получается спокойно сидеть и ждать ",1,1
"Нам бепантен помогал при каких-то штуках таких. А чем купаете еще? Мылом? Трете? Какой подгуз? Точно не на них? Банеоцин еще хорош для  такого, потому что там влажные места же. Я бы бепантен и банеацин чередовала",1,1
"Мамы, пользуетесь ли вы кругами для купания? Стоит покупать?",1,1
"Всем привет. Может быть кто-то подскажет тренажёрный зал в Ницце, куда можно ходить без предъявления бумажек? Если таков вообще существует. 

В крайнем случай посоветуйте пожалуйста спортивную площадку) район Гамбета",0,1
"Все тампонами запаслись что ли ? Отдам бесплатно, только сегодня ",1,0
"Какой в этом смысл? Проще и легче собрать, что нужно. Что не нужно не включать в прошивку.",0,0
А можете название узнать? Не могу найти в нете,0,0
"Девочки, привет) кто-то знает хорошего косметолога в чангу? Чтобы делала либо мезотерапию волос либо плазмолифтинг.",1,1
"Девочки, чем лечить стоматит, ребёнку 1,2. Обрабатываю мирамистином и мажу холисалом. Чем еще можно? Педиатр сказала зеленкой мазать",1,1
"Мамы, подскажите! Ребенок наелся шариков, которые в пакетике в обувных коробках? Что делать? Они токсичные?",1,1
Гумилёв. Тебе просто поспорить хочется? На фото очевидно грузовик,1,0
"Зачем насиловать? 
Это вот француженки после 15/04 ещё сильнее на мужиков начнут нападать",1,0
"А он вместо ТЦ или вместе с тц? Я на каких-то старых рендерах видела, что у новых корпусов единая платформа на 4 этажа, как молл... Замечталась?",1,0
может подскажете пульмонолога? у нас тоже кашель непроходящий,1,1
"Девушки, кто то завозил вибраторы и игрушки всякие в индо?
Не запрещено это? 
Помню чето читала о запретах",1,1
"А что другое? 

Я не знаю в чем разница, но высеиваются одни и те же бактерии.",0,0
"Соседи, есть в нашем ЖК спортзал? Прямо в Оранжпарке чтобы.
Только вчера переехали, мужу надо срочно :))",1,1
"Девочки добрый день) есть у кого нибудь ссылка на группу с детскими садами ? Или может кто то ходит в 82 садик? В общем нужна временная прописка, кот будет подходить для 82 сада чтобы перевести очередь!!! Очень очень надо!!! Естественно не за бесплатно!!!",0,1
"то есть поребутать? имя и пароль одинаковые, только в одном сигнал сильней второго, сразу автоконект",0,1
"Мамы, вы бы поехали на базу отдыха на Байкал с ребёнком, когда сопли рекой текут? Папа болел, теперь у нас насморк сильный. Температуры нет и не было, но может будет ещё, не угадать же... 
Просто я сама всегда в поездках выздоравливаю. От смены эмоций и атмосферы) Может и ребёнку в лесу лучше станет? Муж говорит, конечно никуда ехать нельзя. А выезжать завтра надо... Кто так с насморком ездил, как прошло?",0,1
С охраной все ясно? Запускать опрос по эксперту? или завтра запустить?,1,0
