question,class,label
"девочки, какой движ есть в чангу? готова присоединиться! 

или может кто хочет пообедать, познакомиться?",0,0.0
"Дамы где в семеньяке купить жидкость для снятия лака, ацентон? Объездила 5 аптек три магазина нет нигде 😭",1,1.0
"У него 3 дня был запор перед этим, думаю, свечка не усвоится. Да и токсинов там при температуре на фоне запора(((  Короче, в любом случае - пока спит. Вы ставили спящему ребёнку свечку? Маленькому я ставила, но в 2 года напугается наверное",0,1.0
"Девушки , кто может сегодня подстричь кончики ? Чангу/Семиньяк 💇🏻‍♀️",1,1.0
С гаишными? :),1,0.0
"Девочки, покупает ли кто деревенское молоко!? Поделитесь пожалуйста контактами...!?",1,1.0
"Доброе утро, девушки, у дочи 2,4 г температура вторые сутки высокая и больше ничего, только вчера к вечеру появился что то похожее на укус, маленькое выпуклое, потом к ночи на лбу побольше, а утром сейчас см 5 на ножке еле видно бесцветно но чуть выпукло, что это может быть? Проходит через какое то время исчезает. У врача не были, пк в академе наша а живем в лисихе",1,1.0
"а потом в вк? кидаешь нас,да?!?!?",1,0.0
"Девочки я решила что мне нужна подруга в чангу ! 😂 кто хосет длузыть? 

А ещё где купить розовые очки (которые сейчас модные а не стиль жизни я имею ввиду)",1,1.0
В смысле на втором узи какие то тяжелые отклонения выявили и отправили женщину на аборт? 😬,1,0.0
Подскажите пожалуйста был ли семинар по отлучению? И если был будут повторы или можно как-то в записи прослушать?,0,1.0
Спасибо 🙂 А вы делали там? Понравилось?,1,0.0
"Девушки, есть у кого-то группы отдам даром? Добавьте пожалуйста, можно в вайбер. 89041529134",1,0.0
Как? Иниересно),1,0.0
Может спамить им начнём массово по контактам из объявлений? Как с ними бороться?,1,1.0
"Инна, девочки, подскажите пожалуйста. Если явных показаний для визита к остеопату нету, стоит ли сходить на приём, дабы проверить ребятёшку? При родах была эпидуралка.",1,1.0
"А подоконники в смысле пластиковые и откосы? А то мне вот прям хочется средство - нанес, смыл, чисто, для ленивых))",1,1.0
"Норвегия дорогая страна, почему именно в ней? Там городишки рыбацкие в основном",0,1.0
"Девочки, может кто покупал, заказывал МЕЛАМИНОВЫЕ губки? Как они вам? И где брали? Мне бы раковину из искусственного камня отмыть...🤔",0,1.0
"Соседи, добрый день! Подскажите: кто-то в 5м корпусе менял себе горизонтальный радиатор отопления на вертикальный? Или может задавался таким вопросом?",1,1.0
Когда вам нужно? И где ездить?,1,0.0
"А уже? 
Я думала ещё не начались😬",1,0.0
"Мамы, вы бы поехали на базу отдыха на Байкал с ребёнком, когда сопли рекой текут? Папа болел, теперь у нас насморк сильный. Температуры нет и не было, но может будет ещё, не угадать же... 
Просто я сама всегда в поездках выздоравливаю. От смены эмоций и атмосферы) Может и ребёнку в лесу лучше станет?🤔 Муж говорит, конечно никуда ехать нельзя. А выезжать завтра надо... Кто так с насморком ездил, как прошло?",0,1.0
"Девчата  , ну что тут на бали не болел? кто знает какие то медикаменты выполняющие мокроту после кашля? очень надо! отхаркивающее  что то",1,1.0
"Девочки, подскажите, кто знает, где можно на Бали сделать ХОРОШО афро КОСИЧКИ??? 🙏🏻 🙏🏻  Желательно Букит..",1,1.0
"Добрый день!👋 Девочки расскажите про садик🙏 Мы выбрали дату,когда сыну будет 2,2 года,сейчас думаем,что это рано👶Как поступить? Знаю,что обращаться в министерство,чтобы изменить,или отменить. Встать в очередь заново,на другую дату,чтобы попасть в нужный возраст. А можно дождаться этой очереди,не ходить,платить за сад,и пойти когда нам захочется,позднее 2,2,? Кто то так делал? И скажите,сколько стоит садик государственный в месяц? И сколько стоят в среднем частные сады?",1,1.0
А когда в мобильной 1.2 конец игры? У меня она до сих пор осталась на старом телефоне и я так и не убил голема,0,1.0
"Девчонки привет! Я собираюсь на Бали в ближайшие недели, подскажите пожалуйста, как быть с валютой, в какой валюте лучше везти деньги, или можно и рубли в в рупии перевезти уже на острове? Знакомые говорят, лучше сделать карту Тинькоф, так как комиссия будет меньше. Очень буду благодарна вам за ответ 🙏🏻❤️",0,1.0
"девочки, а кто знает, где можно бородавку удалить в Убуде? внезапно на стопе появилась(",1,1.0
"**Девушки, Добрый вечер✨! Подскажите пожалуйста, кто ноготочки делает на острове наши? Коррекция ГЕЛЕМ (ни гель лак, ни био гель, ни укрепление), а обычным ГЕЛЕМ а комплексе с аппаратным Маникюром?🙏🏻**",1,1.0
Как дерево срубить? 😂,1,1.0
Кроме? 😁,1,0.0
Кста какой лучший класс? Мне интересно ваше мнение,1,0.0
Это в каком корпусе такая жуть? Пока доедешь надо подгузник одевать от страха 🙀,0,0.0
Это на каком сайте они в продаже? Или просто Авито/циан? Спасибо,0,1.0
"Ну вот у меня тоже неоднозначные мысли, для чего ребёнку ортопедическая обувь? А, да, скидку ещё она мне сунула в какой-то магазин с ортопедической обувью, я её выкинула, не скажу в какой магазин
И про витамин Д начала.. В кабинете почему то все забываешь, я педиатору обычно список вопросов составляю, здесь вопросов не было, я даже не подготовилась. У нас всего 3 зуба в год, сказала давать витамин Д 2 капли(1000ме), а то зубов то мало для нашего возраста, я сказала что не даю витамин Д перед этим. Уже когда с кабинета вышла соображаю:я витамин Д не даю недели 3, как раз отменила и зубы полезли🤷‍♀️",0,1.0
Всем привет. Кто-нибудь делал татуировку на Бали? Может посоветовать мастера?,1,1.0
"А вы когда забирали с отделения платили налоги? Что-то такое немного знаю, что превышает больше 3$ надо платить 50% от стоимость вроде",0,1.0
Добрый день. Кому-нибудь попадались детские вешалки? Где можно купить в Иркутске?,1,1.0
"Всем привет, какое железо взрослое хорошее? Которое жидкое?",1,1.0
"Девчушки, кто нибудь или встречали эту компанию? Родители туда вкладывают деньги, они там как то приумножаются. Просят меня теперь скинуть мои паспортные данные, для того чтобы закинуть туда деньги свои. Я не знаю что делать. Как разобраться что за компания, помогите пожалуйста🙏",1,1.0
"Соседи, а где вообще ближайший нормальный продуктовый магазин? Вы куда Ходите за покупками?",1,1.0
"Здравствуйте, может есть кто-то, кто ездит в Слюдянку или култук? Тема клубника) по адекватной цене. Пишите в личку, пожалуйста",0,1.0
А как вода заливается? Сверху? Шумный?,1,1.0
Как? 😳 оно есть повсюду,1,0.0
"Привет, девчули. По аршану есть новости? Пускают туда?",1,1.0
"Которые… не входят в структуры министерств страны? У нас федеративное государство, а не союз анклавов",1,0.0
"Здравствуйте! Девочки, подскажите, пожалуйста, где могут сделать макияж и прическу на торжество? Чтобы хорошо и не очень дорого😆",1,1.0
Закончили? В терарию можно было б ище десятилетия играть...,1,0.0
"Почему нет? Платье и дырявые колготки от Гуччи можно, а маникюр нет? 😎Шо за дискриминация?!",1,0.0
"Разговор, который вы вели до этого тоже ни о чем. Какая польза от него? Что то изменится?",1,0.0
грибная броня норм? после мифрил,1,1.0
Ааа ну это талант самый важный) замужем? Дети есть?,1,0.0
"Мамочки, подскажите пожалуйста, что надевать малышу зимой на ножки? Нам будет 8-10 месяцев...",1,1.0
Это не те которые в нос а они по стенке стекают ? Или именно спрей ?,0,0.0
"Девочки, зависит ли вес ребенка от питания мамы? Конкретно от количества съеденного сладкого? Я много ем печенья, тортиков и т.д...Нам 8.5, вес 10кг, 72.5см. Это второй столбик центильных таблиц по весу и середина между 1 и 2 столбиком по росту.",1,1.0
"Пришёл врач и что-то много написала.. подскажите это нормально или много? Панавир, вибрукол, промывать нос, капать аквлор, делать ингаляции с физраствором часто (5-6 раз) и дышать 10 минут, поить минералкой",1,1.0
"а что с ним не так? Флешка новая, на гарантии, производитель известный",1,1.0
На ноги ставить? 😳 Вы говорили у Вас с органами движения все в порядке 😊,1,0.0
"Соседи, кто делал погашение ипотеки средствами материнского капитала, поделитесь опытом, пожалуйста. Какие документы и куда нужно нести? Можно в личку",1,1.0
"😕как еще ответить? Я только подпадаю под статьи, указанные в 2.5 КОап и все тут исчерпывающий перечнь статей, что туда не входит, то на меня не действует",1,0.0
"Привет! Подскажите, фермерский утренний рынок, вроде, был по вторникам где-то в Пенестанане? Он или какой другой сейчас существует ? Где можно свежих овощей-фруктов купить.",1,1.0
"Девушки, кто-нибудь встречал такой лосьон для тела? Где можно купить?",1,1.0
"Привет 👋 А где вы покупаете ржаную муку? Спрашивала в Клаб сехат , у них нету",1,1.0
Какая нахуй ведьма? 2 арена,1,0.0
"Добрый день. Девочки подскажите, у нас были гости и ребенок укусил за щеку моего сына, чем можно намазать, чтобы не было синяка? Ребенку 1,9",1,1.0
А тут менты есть? Шериф?,0,0.0
"Скажите, пожалуйста, когда убирали кормления на дневной сон, как долго примерно ребенок адаптировался к этому? Моя почти неделю уже перед самым сном все равно немного плачет. Я уже задумываюсь вернуть обратно кормнелия на сон. Хотя до этого мы очень медленно завершали. Я начала в августе убирать дневные кормления, не связанные со сном, причем их было всего 2 или 3 в день на тот момент.",1,1.0
Может сейчас что-то выпить мне ? Те же листы папя?,1,0.0
Зачем? Там фильтр.,1,0.0
Ползает? Дома животные есть?,1,0.0
2k это сколько? Не совсем понимаю по цене,1,1.0
"Девочки, поделитесь, кто какими маслами пользуется для готовки. Какое для жарки? какое для салатов? И где купить кокосовое и какао-масло?",1,1.0
"Девушки, а сколько времени уходит на оформление мед карты в сад? И вообще кого там надо пройти в эту медкарту и какие анализы?)",1,1.0
А сделать? Бесценная информация жи,1,0.0
И Чо ? Значит не читай,0,0.0
"А вот вообще это тяжелая прививка ? Есть на
Неё реакции обычно ?",0,1.0
"Подскажите, а за сколько делали чистку кондиционера? (не знаю, разные ли они - студия)",1,1.0
Что тут у вас? 😄,1,0.0
"Девочки, в есть тут такие, кто хочется творить, снимать красивые видео и фото? Ищу креативных девчонок, с которыми можно снимать классный контент",1,
"Девушки, где можно привиться от ковида после 18-00? Какой то кошмар, в двух ПК была, в одной до 3, во второй до 17",0,
"Девочки, как вычистить молочные корки без ущерба для детиных волос?   😁А еще они у нас в области родничка! 😳",1,
"А как тогда определять? Муж заболел в четверг, как ОРВИ, вчера пропал вкус и обоняние, мы с ним были в контакте два дня назад, потом уехали. Я не знаю когда ж мне теперь можно домой вернуться ( с детьми",1,
Узнал новое слово? Красава! Не надо его пихать всюда,1,
"Девушки, добрый вечер! Кто шарит в макияже и косметике?) Как быстро и красиво накрасить глаза? Может есть какие-то новые форматы теней? Типа кремовые или в карандаше? Я свои тени брала ещё в студенчестве😂",1,
"Девочки! Очень важно 
Сегодня утром была попытка изнасилования.
Мужчина (по видимому) подсыпал девушке наркотики в кофе и в результате она на 2.5 часа практически отключилась - моментально потеряла контроль тела, мышечная слабость, не могла ходить, трясло, рвота, но она сразу же позвонила своему мч и он быстро приехал, поэтому все обошлось… ей до сих пор плохо (пока неизвестно что это именно, в лаборатории драг тест будет готов через два часа)

Важный вопрос. Что делать в таких ситуациях? Куда обращаться / звонить? Кто сталкивался? 

Не понимаем пока, как действовать, тк девушка опасается за свою безопасность.",0,
"Девочки, привет:) кто знает, кто это такой? На 4 день начало чесаться, припухло",1,
"Девочки,ребенок 2г7м вчера поздно вечером прыгала в бассейн сухой,и как то видимо неудачно,ножка заболела,потрогала все цело,потом все нормально,походила на ножках и спать легли.Сейчас звонит муж,что наступает только на пятку,В матрешку ехать? в приемный покой?",1,
Судя по ливере а380 дубай. В 14.45 взлетает? Или ты все ж в ницце снимал раньше и он садится?,1,
Всем привет!) Кто делает маникюр/педикюр? Чангу/Семиньяк🙏🏼,1,
"Оля, не пробовала вариант клубнику в коньяке замачивать? или апсенте",1,
"Всем привет! Подскажите, пожалуйста, хороший порошок(гель) для стирки и где его купить? Заранее Спасибо",1,
"Девочки хелп! Где можно сдать анализы на гормоны? 🙏🏼 у меня сильно (реально сильно) полезли волосы и при нормальном питании, тренировках 5-6 раз в неделю за 2-3 мес я набрала 5кг🤦🏻‍♀️😭

И при гормональном сбое что делать?",1,
"Девушки, поделитесь какой горшок покупать? Любой?",1,
Есть кто-то кто въехал во Францию с визой С в настоящее время? Поделитесь,1,
А есть на острове другие колористы? Или она у нас одна на всё село?🙈😆,1,
"Подскажите, плз, где купить замороженную клубнику на Буките? В Бали Будде и Пепито нет:(",1,
"Доброго дня ! Подскажите, кто делал массаж (скрин прилагаю), как результат ? Или поделитесь контактами сильный массажистов, ребёнку почти 4 мес, гипотонус, можно в личку",1,
А если точнее? (У меня 1.4 и другой индикатор здоровья),1,
Это ты мне улыбаешься? 😄,0,
"А нельзя эти работы проводить ночью? Оплату за день кто нам будет платить, тот кто отключает? Еще и день в день предупреждают, ужас, где бы не жила, такого не было!",1,
"Напишите пжл потом сюда🙏.  Дочь тоже с 5,5 вожу в городскую стоматологию, носили пластины, динамики как я поняла ни то что нет, а ноль(((( сейчас 8 исполнилось, летом умерла врач наша Старкова, ушли к Леонгард, сказала 3 месяца снять все и потом посмотреть, ну и опять пластины кстати подорожали они прилично, неделю носим, но сказала тоже скорее всего к брекетам готовиться...Мне ваша инфа поэтому пригодиться очень) Случай сложный все говорят... Важно! Инна Аркадьевна писала тоже выше, были на днях у мануальщика на ноги жаловалась, он посмотрел челюсти и зубы поправлял что то как то, говорил как так прежде чем пластины надо челюсть в порядок привести...хотя он не остеопат, я замечаю у него ""элементы"" остеопатии, посмотрим может теперь чего то измениться хоть маленько в положительную динамику. У вас кто врач? Ещё знакомая говорила что ей несколько лет назад там в городской как раз у Леонгард она была дочке насчитали брекеты как в частной или чуть больше она выбрала частную.",0,
"Скажите пожалуйста это что если не хочешь ставить в своей поликлиники идёшь в этот центр?? Нужно свою карточку с поликлиники принести?? Или это платно??Мы вот поставили вторую АКДС в поликлинике -так ужасно перенесли ,температура была и очень сильная большая шишка которая до сих пор ещё не рассосалась, вот в начале сентября нам нужно оставить третью АКДС, со страхом об этом думаю",1,
Почему жаль? Зато лёгкие целые будут,1,
"Я тоже думала и закупилась, а потом про ледокаин прочитала, что детям он запрещён из за вы кого риска передозировки и летального исхода, в гелях и мазях
Надо состав глянуть, может нет его там? Иногда же меняют составы
Если совсем тяжело, нурофен дают
Грызунки можно охлаждать, полотенца вафельные грызть, только маленькие размеры под присмотром
Мамин палец чистый",1,
Почему неделю? Плановые работы только сегодня начались,1,
"Добрый день. Девочки, подскажите, а то с мужем сходим с ума, ребенок 1,8 в последнее время что-то делает непонятное. Может подойти вцепиться например мне в кофту или в руку, стискивает зубы и как бы трясется что ли (не знаю как правильней написать). Что это может быть? Злится так или к неврологу идти срочно? Начиталась, что это может быть признаком эпилепсии😳😢",1,
Што та растолстел капитан на гамбургерах. Как же он влез в эти ползунки...? 🤣😂,1,
"Да, расскажите,  что нужно брать мужу, если он хочет рожать со мной?  Не откажут ли мне в его присутствии?",0,
"Девочки, подскажите пожалуйств, кто нибудь болел тут чем то типа гриппа? Что можно купить из лекарств, желатльно не антибиотики... 
Пока не хочу. 
Очень сильно болит голова, температура, парацетомол не помогает. Сопли и лимфоузлы воспалены. но больше всего беспокоит адская гол. боль! 🙏🏻",1,
"А можно все-таки какую-нибудь краткую выжимку, какой именно забор планируется? Для тех, кто в чат  «ЗА забор» вступать не готов😬",1,
"Кстати кто со мной? До Дуси не довезу, но где то по дороге скинуть могу",1,
"Всем привет! У кого-нибудь есть документ о присвоении почтового адреса по нашим корпусам? 🤨 такой документ вообще существует? Отправляла в банк тех план с поэтажной экспликацией, а они затребовали доп. документ, тк в тех паспорте указан только строительный адрес. Прошу помогите) 🙏",1,
У вас 50 мин это короткий сон считается? А средней продолжительности сколько по времени длится? Просто у нас 50 мин это длинный сон),1,
"Девушки, подскажите чем экзему на ГВ помазать можно? Раньше Фукорцином мазала",1,
Как зовут вашу хорошую тётеньку ? Пойду искать. А то меня уже трясёт от нашей,1,
"Девочки, а пульмикорт обычно быстро действует? А ещё, его за сколько до сна нужно? Вчера впервые сделали, ещё сильнее ночью кашлял",1,
Работодатели не в курсе может? Надо им сообщить. Я вот тоже не знала,1,
Может найз или немисил? С почками нет проблем?,1,
"Хотите, напишу классное упражнение на габариты? Очень люблю его, при смене машин стараюсь делать",1,
"Вы, конечно, меня простите, но почему для соседей в приоритете должна быть ВАША машина и ВАШЕ удобство, а не свое? :) парковка гостевая, для личных машин - покупайте паркинг, снимайте гараж. Вам кто-то при покупке квартиры ГАРАНТИРОВАЛ свободное место именно под ваше авто?",0,
"А к ЛОРу ходили? Терапевт же общее состояние лечит, а не ЛОР заболевания.",1,
"Ох, надо заняться, семена уже купила, написано земли есть... Чего там делать - то? Замочить просто?",1,
"А зачем агентство? В интернете наберите лучшие(бюджетные) отели в Тае для отдыха с детьми (только не Паттайя), билеты на скайсканнере, вот про страховку не подскажу..",1,
Если как ты рыбку ешь? У меня осталось. Отправил в иститут культуры изучить поведение примадонны,1,
"Девочки, кто сталкивался - чем растворить налёт на увлажнителе воздуха? Уже все перепробовали. Хлоркой не очень хочется, потом дышать, вдруг останутся пары. А мягкие средства не берут🤔",1,
это кто? На Гудера похож.,0,
"Какой возраст? Скорее всего рано начали делать или уже ждёте результата, с для него нужно время",1,
"Соседи, остался ли у кого-нибудь ненужный добор(откос) входной двери от застройщика? Куплю!",1,
"Да я не думаю, что это попытка мне помочь, это именно похоже на то чтоб забрать у меня сына, типа я плохая мама, не могу успокоить и все такое. Когда сын совсем крошка был, мама ему говорила - ""давай рассказывай, они (мы с мужем) обижают тебя? "" Если честно, вообще жесть, особенно в роддоме его у меня из рук забирать🙈",0,
А цель какая уменьшения? Спортивная или для дела?,1,
"Да, почти все убрали. Остались каши, хлебцы, макароны, суп(бульон), индейка. Вроде это все. Сама тоже перестала молочку есть. А вы ходили в пк? Розоватый стул напрягает, может стоит копрограмму сдать и на дисбактериоз?",0,
"Девочки, подскажите, пожалуйста, как на Бали ситуация с аптеками и лекарствами? Всё есть? Качество хорошее?",1,
"Девочки , всем привет . Такой вопрос . ПДР 5 мая , в поликлинике врач сказал , что если до 5 го не рожу , то 8 го приходить за направлением в роддом на родоразрешение . Т. Е будут медикаментозно вызывать ? И как это влияет на малыша ? Беременность 1 я . Отказываться тоже страшно , недавно родила сестра на 42 неделе , у ребёнка заражение крови было , потому что во время не прокесарили  вроде .",0,
"Девочки,как вы моете голову детям? Нам 1,2 как только мыть голову-начинаю мочить сразу рёв,из ванной рвётся,прям перелазит,на руки плачь стоит капец.. не могу понять что произошло,и хоть убей не могу вспомнить как мы до этого голову мыли🤷🏻‍♀️ но таких истерик не было..я из-за этого итак редко мою ей голову,а сегодня даже намочить не дала.. ниче понять не могу.  кроме меня не купает никто,ничего нового в купаниях не было,вода если попадала раньше на лицо,спокойно было,но сейчас🤯 завтра поеду за козырьком для мытья головы,но сомневаюсь,что доча наденет его🤦🏻‍♀️ как быть,помогите)",0,
добрый день! сколько дочке? можно попробовать слингобусы надеть на себя или давать ей что-то в руки теребить,1,
"Девочки как быть? Малышу 4 мес.,полностью на ГВ под вечер краснеют щеки, кожа сухая, малыша это не беспокоит т.е. не чешет. Грешила на сладкое, убрала- не проходит. Наш педиатр отмахнулась со словами 'само пройдет', что это может быть. Или дате или может дизбактериоз?! Кто сталкивался? Что с этим делать??😳",0,
"поясните, зачем ипотечникам нужна оценка? кто вторичку берет или для чего?",1,
"Для блондинок ? Я то не блондинка, вам там особый уход нужен.",1,
И как ей там живется? Она работает?,0,
Кто? Только страж пропадает,1,
Что это? Можно юсб диск подключить?,1,
"Девушки, подскажите пожалуйста 
А с ребёнком 3 года на байке можно ездить? 
Есть какие то правила?",1,
"Все-таки, проторгол должен разжижать? Или подсушивать? Я вот теперь склоняюсь к тому, что если от проторгола сопли начинают течь, то это аллергическся реакция. Раньше они у сына от проторгола становились жиже и текли, потом он после него пару тройку раз чихал, теперь вот отек в носу просто наглухо.",0,
А почему маски не воруете? Какая разница что украсть 42 рубля у метрополитена или маску в магазине))))),1,
"Настя:
Здравствуйте. Подскажите температура на пентаксим.сегодня поставили прививку (вторая) Пентаксим и гепатит. После прививок сразу дала Нурофен, а к вечеру начала подниматься температура. Как долго будет реакция? Как часто можно давать Нурофен? Сейчас темп 37.7.",1,
"Девочки, где можно поужинать в убуде? В хорошем месте)? Ну из того что сейчас открыто и работает",1,
"Что такое с водой выходит? Вчера ещё эту фразу читала, так не поняла смысла. Понос что ли?",1,
"Так, с этим понятно, изучать буду ещё долго. А по поводу слизи? Из-за моего питания?",0,
статику ему сделал ? 192.168.0.66,1,
Добрый вечер. Может кто-нибудь знает можно ли купить пульсоксиметр в Иркутске? Или только заказывать? Срочно нужен просто😭,0,
"А зачем? При насморке промывать, температура говорит о том, что организм борется",1,
"А что малый? Большой тоже может задаться тем же вопросом. С каких денег платить зарплаты, если приход в зарплатный фонд месяца 0?",1,
Добрый вечер 😊 можно ли провозить в багаже бады ? На таможне могут возникнуть проблемы ?,0,
"Расскажите, как начала. Не спала пол года потом начала? У Вас же история что Вы на работу вышли ребёнок с няней?",1,
"Мне адин пьяный салют в акно стал пускать. Извенялся патом. Зачем гвардия? Можна все решить на славах ну или падругому если не панимает. Не каньяк не водка не пей, алкаголь плохо.",1,
"Ребят почему НПС не хотят заселяться в комнатах, хотя соблюдены все условия? МВТ",1,
"Мамы, у кого дети принимают мальтофер, он правда сильно крепит? У нас пока грудь, может она спасёт от запоров. И нужен какой то расширенный анализ по железу или достаточно оак?",1,
Как в Ницце погода? 😄,1,
"Девушки, добрый день. Подскажите прививка 'корь-краснуха-паротит' тяжёлая? Нам позвонили с поликлиники, предложили придти, поставить.
И она же не живая вакцина? У меня маме химиотерапия предстоит, а живём вместе",1,
На следующий год может замутим? 😉,1,
"всем привет!
КОРПУС 7 сдан? кладовые и парковка уже закончена?",1,
"Соседи, добрый день! Есть у кого ипотека от сбера? Подскажите обязательно ли страхование супруги созаёмщика или достаточно застраховать титульного заёмщика?",1,
"У вас в ПК тоже сложно записаться? Я вот месяц не могу никак записать ребенка на прием. Раз в неделю появляется приемный день, где уже все занято. Хочу вот к педиатру попасть, попросить их посодействовать",1,
Дон периньон? 😂 знатоки шампанского собрались 😂😂😂 хоть загугли как правильно оно называется😂 не стыдно?₽,1,
Расскажите подробнее??? Вы сами выбирали на какие аллергены сдвать или аллерголог?? Сколько стоит?? Кровь из вены?,1,
"Девушки, кто нибудь пользовался вот таким великом? Стоит покупать? Нам 1,1",1,
Всего 106 серия? Пфф,1,
"А потолок и каркас у стен через виброподвесы крепили? Они вроде самые дорогие получаются из всех материалов 🤔 И как потолок делали вообще, на подвесах (светильники точечные в него вставляли?) или типа ЗИПС, результат есть?",1,
"Девочки с Букита, кто ходит в спортзал? Посоветуйте нормальный🙏🏼",1,
А вы кто? Как вас звать то?,0,
"Девочки, где в Убуде можно арендовать велосипед ☺️? Желательно поближе у Пенестанану",1,
Так нужно что-то давать? У меня виферон в свечках есть.,0,
"Девочки, покупает ли кто деревенское молоко!? Поделитесь пожалуйста контактами...!?",1,
"Девочки, когда у вас начали сокращаться дневные кормления на фоне прикорма? Моему сыну 7,5 месяцев, из прикорма в обед до 100 гр овощей и 1 ст л мяса, на ужин 50 гр каши и столько же фруктового пюре, днем пару кусочков банана. Но ест только на сон, а их всего 2 и ночной, зато ночью памперс 2 раза меняю.",1,
я тоже не смотрю но это вроде понятно интуитивно? нет?,1,
ахаххах Брандт?? нее если вместо него придет Окс это будет оч хорошо,1,
"Это из личного опыта?   Ну, не сказала бы что удивили, как бы между строк уже понятно что предпочитаете.",0,
"К какому врачу идти если у ребенка сильно понижен ферритин? Подскажите, пожалуйста?",1,
"Стыдно вам должно быть! Запрудисты, наши-ваши.... Статистика-то есть по запрудистам? Я, например, детный житель оп, а вы кто? Сотрудник пика? 2 года назад никто сюда ещё мало кто въехал ... Стыдно должно быть так врать !",1,
"Здравствуйте, кто знает как попасть в Рич фэмили? Куар кода нет..",1,
1.2 года? Пробуйте),1,
Ещё больше? Куда?),1,
"Девочки кто на буките делает шеллак? Или с выездом? 
Надо в ближайшие дни)",1,
Так а что в Ницце есть комендантский час или это только на Париж распространяется? Никто не в курсе?,0,
А сколько держать? Пока не пикнет?,1,
"Заболел? Я не админ Барахолки. В любом чате есть правила, которые нужно соблюдать.",0,
"Девочки, тема заезженная, как по качеству увлажнители полярис? Ищу бюджетный вариант",1,
"Спасибо, эффект понравился? Вам прописывали для конкретной ситуации или вы сами? Думаете отличаются качеством от аптечных аналогов?",1,
"Мамочки, вопрос не по теме. Может кто занимается собаками? Посоветуйте хорошую книгу о собаках, о воспитании собак",0,
