question,class,label
Девочки кто-то делает проф макияж для фотосессии и укладки в районе Нуса Дуа или букита ? Нужно в субботу или воскресенье,1,1
"Вы сделали горку из кровати? Я одеяло подложила, вроде эту ночь лучше спали.",0,0
"Лер ты слышала, что в ближайшее время только на 100 км от дома можно по фр передвигаться? Как будем перевозить тебя?",1,0
"А подскажите, пжл, разве можно делать лазер до/после 2 недель загара? Или у меня старая информация ?",1,1
"Для кого? Ребёнок? Взрослый? Надо чтоб домой приехал, нет?",1,0
"Всем привет. Девочки, подскажите где хорошие диваны и кровати продаются. В Версале были, как то не приглядели ничего. Вернее приглядели один вариант, но там цвет не подходит. Кстати есть у кого скидка в Мирмебели? Вдруг ничего не найдём и его придётся брать 😊",1,1
А где купить можно? В ашане? Что-то так рукколы захотелось...,1,1
Доброе утро! Подскажите кто ставил прививку от гриппа как перенесли и всегда ли ставите? А кто не ставит почему?,1,1
"А в чем сложности? 
Доживаю второй месяц, жизнь - кайф, быт налажен, люди интересные появились в жизни, движухи, общение, закаты одни каждый вечер чего стоят) 
Может в чем-то морально могу помочь или практически, в личку пишите)",0,0
"Да, но что мне это даст? У меня девочка знакомая ходила на рдв, сказали, что не продлят, потому что срок визы истёк давно",0,0
"Ребят, есть здесь фитнес тренеры? Собираемся делать новый проект. Хочу пообщаться",1,1
"Девушки , присматриваю ватрушку-тюб! Подскажите какую выбрать. На вб может ссылкой поделитесь или на симе? Ассортимент огромный, я предполагаю качество материала разное и размер🤨",1,1
зачем? ты пришла свой ярый транслировать?)),1,0
"Есть в группе знатоки по такому вопросу: ребёнок 5 лет, год вожу его в бассейн с целью научить плавать, ходит на групповые занятия, за год даже не научился ногами работать правильно, а уж плавать то и подавно.
Мне хочется узнать в 5 лет можно за год научить плавать? Или в этом возрасте бассейн  это так чисто побаловаться?",0,1
"Добрый вечер. Подскажите пожалуйста, дочке 4 месяца и иногда, она просыпается с плачем очень сильно кричит, как будто режут. Со здоровьем все хорошо, полностью на ГВ по требованию. Что это такое, почему так? Было ли у кого-то также? 
Сегодня спала с грудью и как резко заплачет",1,1
"Думаешь, и тут есть незнакомые слова? 🤔",1,0
Может он или она бедал(а) забрать супруга (у) что бы увезти в больничку? Может быть такое?,1,0
Гены? Или крепкие нервы?,1,0
"Соседи,кто принимал уже квартиру, снимали показания общедомового счётчика? 

И вопрос 2, где офис заселения?",1,1
Выгоняли? Понимаю их,1,0
это где интересно?   не замечаю,0,0
"Доброго времени суток, прекрасные ☺️ девочки, кто-нибудь что-нибудь отправлял в Россию от, например, 20кг? Поделитесь опытом,буду очень благоДарна 🤗 самый распространённый способ, я так понимаю, это отправить с кем-то, кто покидает Индонезию, но может есть какая ТК",1,1
"Добрый вечер, девочки, кто то использовал тонометр на запястье? Нормально мерит давление или врет?)",1,1
"Какая хорошая картинка. Я вспомнила, отрывок из книги про муми-троллей Туве Янссон. Там муми-тролль превратился в чудовище и всех пытался убедить, что он муми-тролль, но никто ему не верил. И только мама узнала его даже в таком виде.

— Неужели мне никто не верит? — воскликнул Муми-тролль. 
— Посмотри на меня, мамочка! Уж ты-то должна узнать своего Муми-сына! Муми-мама внимательно посмотрела на маленькое чудовище. Она долго глядела в его перепуганные глаза-тарелки, а потом тихо сказала: 
— Да, ты мой Муми-тролль. 
И в тот же миг он начал превращаться. Глаза, уши и хвост уменьшились, а мордочка и живот округлились. И вот перед ними вновь как ни в чем не бывало стоял Муми-тролль во всей своей красе. 
— Иди, я обниму тебя, — сказала Муми-мама. 
— Разве я могу не узнать моего малыша?",0,0
"оно денег стоит, зачем? ну то есть, да, подойдёт, но ваша цель сэкономить же?",1,0
"А при поносе, опытные мамы подскажите, что делать? Знаю только, что питье обильное.  Или лучше врача вызвать?",1,1
"Уважаемые соседи , почти неделю назад потеряли беспроводные наушники от айфона. Может кто нашел? Буду Благодарна.",0,0
"Девочки, привет! А кто знает, как можно вызвать массажиста на дом? В гуггле только на эротический массаж натыкаюсь🙈 
И может кто-нибудь знает мануального?🙏🏼🙏🏼🙏🏼",0,1
Ну че серьезно? Опять никто?,0,0
"Как считаешь, древний андроед за 85 рублей это адекватный ценник или нет? 😁",1,0
там норм? не знаешь?,0,0
Зачем они за стереотипы борятся? Это уже глупо звучит,1,0
"Пустышки нет? Вы высыпаетесь, в ресурсе?",1,0
Зачем первыйи второй вариант? Есть же третий вариант!!!! Выгнать гастрабайтеров нахрен!!!! Халява прекратится и на стройках не будет дешёвой рабочей силы и тогда вороватым работодателям и собственникам придется платить достойную зарплату русским работягам.,1,0
Когда вам нужно? И где ездить?,1,0
Покажусь навязчивой... А это что? Сайт?,1,0
Что значит сами прошли? Делали мы и виз раствор и аспиратор и ингаляции и потом капли . Обычные Капли эффекта не дали,1,0
Кто что делает? Пошлите пошатаемся??? Или завтра? Я свободна и сегодня и завтра.,1,0
Какая цена там ? Можно приводить на 3 часа ?,1,1
Девочки всем привет) подскажите где можно купить блестки или наклейки на лицо со стразами? Чангу семеньяк,1,1
Я ебу блять откуда она? Я зашёл подрочить а не смотреть откуда она,1,0
"добрый день! Подскажите, есть у кого такая горка? Как для ребёнка полутора лет? Муж переживает, что ребёнок попу отобьет, отзывы в основном хорошие, но кто то про попу тоже писал",0,1
Девочки! У кого-нибудь плесень на потолке была после затоплений? Как боролись? И стоит ли с ребенком съехать пока папа с ней справится?,1,1
"люся сказала надо конфиг поменять, можно? - можно, поменяла и дальше работает....Правда я был готов, ченджлоги читаю, и конфиг простой был, в случае чего или ручками бы помог, или назад на 19 откатился",1,0
"Я после лечения, после удаления кормила сразу в коридоре стоматологии и в машине и по приезду домой. Ставили всегда артикаин (ультракаин) при упоминании о гв.
Но я на е лактации остальные обезбаливающие в стоматологии  проверяла они все там с низким риском. 
Что вам будут ставить? Артикаин быстрее отходит.",1,1
"Девочки, здравствуйте, подскажите, пожалуйста по прививкам. Ребенку годик, из обязательных до года не стоит 3-й пентаксим. Сейчас врач настаивает сначала на постановке Манту, а потом пентаксима. Я бы хотела наоборот. Какие еще должны быть прививки в 1 год у ребенка? Если честно, вообще не планировала ставить Манту до посещения сада. Или это необходимо?",1,1
"Девочки, всем привет. Можно ли совмещать прививку и массаж? Мы вчера прививку в 2 месяца поставили, а до этого 5 дней на массаж отходилии, ещё 5 дней осталось. И почему то этот вопрос только сейчас до меня дошёл 🙈",0,1
"Девочки, от чего может болеть поясница и низ живота, но когда лежу почти нет боли. Боль очень сильная, стоять, сидеть и ходить очень тяжело.
Низ живота ноет и печёт (боль жгучая такая).
Почки или женские органы не могут так  болеть, что при положении лежа боль отступает? Или могут?
Я лечюсь антибами 3й раз за 2 месяца (3ангины), боюсь осложнений",1,1
Ну как  же?? За закусоном,0,0
Траумелем намазали? Зрачки нормально реагируют на свет? Особенностей не появилось в поведении?,1,0
"Кто в кооп пойдет ? ПК, Стим",1,0
"Добрый день! Подскажите, какой фирмы выбрать растущий стул? И со скольки лет он становится актуален?)",1,1
"Добрый вечер! А обертывания не подскажете, есть тут? Жиросжигающие или антицелюлтные?)",1,1
"Всем привет! Сразу хочу извиниться, если пишу не в тот чат...но другого по теме не нашла. Проблема моя такая. Где-то через три недели после приезда на Бали стали сильно выпадать волосы, прям очень сильно, вся подушка в волосах и на полу много. При расчесывании клочьями остаются волосы на расческе😩 Я так очень скоро останусь лысая...Думала, вода, акклематизация и пр. Но уже больше двух месяцев здесь и лучше не стало. Может кто сталкивался с похожей ситуацией? Может посоветуете средство или шампунь для укрепления волос? Или ещё какие процедуры? А главное, где это все можно на Бали купить или сделать?",0,1
Ты В нетрадиционный гороскоп веришь? 🤣,0,0
"А как узнать есть ли иммунитет к ветрянке? Есть анализы какие-нибудь? у меня никто из родственников не помнит, болела я или нет",0,1
Кто пайдё т играть в террарию? (через стим),1,0
я тебя убью щас) я тебе чо говорю? Что мы друзья! Ты все равно за это топишь 🤣,1,0
В чей номер дала? 😂,0,0
"Соседи, такой вопрос: будет ли считаться перепланировкой, если поменять назначение комнат, в моём случае туалета и «гардеробной»? При условии, что положение перегородок не менять.",1,1
Ну вот и мне сегодня свекровь позвонила и сказала вобше писать от неё отказ чтл если ставить кучей неизвестно какие последствия это даст.. А как быть с тем что акдс и полиемелит в одно время?  Полиемелит это тяжёлая вакцина?,0,1
"Нужен совет! У ребёнка 2, 8 расстроилось пищеварение,накануне ели в кафе, жидкий стул, первый день 3 раза сходил, второй 2, потом смекту давала и типа нормализовалось всё, успокоилась.  3 дня нормально, потом опять  жидко, и вот уже 5 дней ходит 1 раз в день жидко или с жижей. Кроме стула все как обычно, не считая ""не хочу"", ""не буду спать"", "" не пойду""(но это больше про возраст? Ещё оказалось смекту я даю в малышковской дозировке 🤦‍♀️. И вот получается, что делать?дать нормальную дозу смекты и посмотреть, что будет(а завтра 6ой день приёма,то есть можно ещё, ее до недели прописывают давать же).Идти сдаваться педиатру?  - Не хочется потому что сами знаете что. Энтерол подключить? Что ещё в таких ситуациях делают?",0,1
"Валяйте, это видимо смысл Вашей жизни. А если серьёзно, то принимать их надо прежде всего Вам, невозможно же столько бесполезной информации нести во внешний мир, остановитесь на минутку, подумайте, оно действительно ли нужно другим людям, вот ""такое"" Ваше мнение? Они же как-то жили до этого",0,0
А если отклеится? Неудобно как-то получится,0,0
"Гроини, ты говорил, что ты тоже школьник. А в каком ты классе? Вопрос вообще никак не связан с тем, что было выше. Та тема уже закрыта, мне просто интересно. Можешь не отвечать , если не хочешь",0,0
"Скажите пожалуйста, постельное белье с валдбериес можно вернуть ? Если, например, получили в пункте выдаче и тут же его вернуть.",1,1
Для тех кто в танке :-))). Теннисные мячи в стирку и все? Или какие-то ещё тонкости есть,1,1
"А месячных не ожидается? Лучше конечно сходить на УЗИ, если ничего не покажет то выпить но шпу",0,0
"Соседи, кто ставил двери Эльбор. У вас все ок было с коммуникацией? 
Завтра по плану установка с утра, а последний раз созвон с ними был неделю назад с сообщением, что дверь в процессе и что 21 числа утром установка и позвонят накануне. 
Сегодня тишина и на звонки не отвечают. Да и сайт упал 😁",1,1
"Всем привет!
Может кто поделиться купоном/ промокод в мвидео? 🤗",0,1
"Ольга, а не знаете кого в Убуде? Забыла эпилятор дома. Очень пора!",0,1
"Доброе утро.Мамы,у кого детки учатся,или идут в первый класс....везде говорят о дистанционном обучение с сентября,что думаете? Может  кто то писал какие то письма,или знают об этом,? Кто детям 1 класса все будет обьяснять? Вообщем от всего кругом голова🙈Переживаю очень😳",0,1
нашествие марсиан когда начнётся ? после убийства одного из босов ?,1,0
"Девочки, а в такую погоду кто нибудь гуляет с детьми? А то меня мама моя замучился выгонять на улицу с ребенком. Мол, комаровский говорит надо гулять при любой температуре, только сокращать время прогулки. А я как представлю - одеваться полчаса с ребенком, чтобы пять минут погулять.",1,0
"О так а как с ковидлой бороться? Вон еврогеи старшеклассников давно держат на дистанционке, а чехи даже малышей удумали (ну хули еще гашек угарал над дебилами)",0,1
"Бонжур, друзья! Кто-нибудь летит из Москвы в Ниццу? Нужно передать детские кроссовки тряпичные. Отблагодарим",1,1
Кто-нибудь был в МФЦ сегодня? Как там обстановка?,1,1
"Девочки, сегодня поставили ребенку прививку пневмококковую, поднялась сейчас температура 38, что-то нужно принять и что? Поделитесь опыт у кого была реакция на неё?",1,1
Девочки всем привет!! Пожалуйста подскажите где можно купить ароматические диффузор с палочками? Если что то знает Отпишитесь плиз,0,1
"Милые девочки, а кто знает, на Паданг Паданг на приливе или на отливе надо приезжать, чтобы покупаться с ребенком? Когда комфортнее? 🙏подскажите, пожалуйста, в основном чате не отвечают😭",0,1
В какую игру можно поиграть с соседями на самоизоляции? Естественный отбор,1,1
а ты откуда знаешь? 😊,0,0
"Закажите все кроме последнего, а его купите😊
Это от затяжного насморка назначили о котором вы спрашивали недавно? 🙈",1,0
Вы уже начали делать ингаляции? У вас кашель?,0,0
Как ощущения? На небольшие коврики заедет?,1,0
"Девочки, есть ещё свободное место за столиком? 😉 хочу присоединиться к вам!",1,0
Всем доброе утро. Кто знает где есть рынок с продуктами в районе семиняк или чангу?  Спасибо,1,1
"Девочки, вы все знаете) Подскажите надежных ребят по установке тёплого пола. И может есть у кого-то отзывы на компанию Новатор? Хотим у них тёплый пол купить и установку заказать, а отзывы через раз. Можно в личку.",1,1
Она потяжелее. А ее в ручную кладь в самолет можно? Или нет?,1,1
"Девочки привет, маски обязательно из нетканого материала? Или можно пару слоев хб?",1,1
"Всем привет!
Кто-нибудь вкратце ответит во 2 корпусе не отменили случаем охрану?)))) Если нет, то что-то для этого предпринимается? Миллион чатов, ничего не читаю, была бы признательна за краткий экскурс по ситуации)",0,1
"Девочки, кто давал детям Эм-курунгу? Напишите отзывы, пожалуйста!
У дочки проблема с 💩.
Может у кого-то есть положительный опыт приема) или наоборот...",1,1
"Девочки, меня кладут в больницу((( подскажите, могут ли мужу дать больничный по уходу за ребенком? Кто был ы такой ситуации?(((",1,1
Это в личном кабинете обе ? Или в почтовом ящике ?,0,1
Так всё таки детям до 4х лет получается?  Кто то уточнял?,0,0
Девочки где находится нологовая по Октябрьском району? Советская 55?,1,1
"Девушки, подскажите, пожалуйста, купила билеты в Сингапур, а визу сделать не усеваю. Путешествую Бали-Сингапур-Бали с 17-19 декабря. Если взять билет в Куала Лумпур в один день с разницей в несколько часов для вылета из Индонезии и вернуться в Сингапур будет ли все хорошо? Кто-то делал так?очень хочется увидеть город и чтоб билеты не пропадали, уже выкупленные..))",0,1
А она на дом приезжает? Может Вы знаете),1,0
"Всем привет,ребят,ни у кого дома нет декоративной подушки в виде куска сыра? Размером с А4 или чуть меньше? Ребёнок в саду мышь и сказали купить/сделать🤦🏻‍♀️🤷🏻‍♀️ в аренду готова взять🙏🏻",1,1
"Всем добрый день. Подскажите пожалуйста ещё раз по поводу путинских🙏 Если я буду подавать, скажем 2 августа, то мне надо справку о доходах за какой период? С февраля 2020 по февраль 2021? И ещё, муж увольнялся, не работал три месяца, ему надо копию трудовой? Справка 2 ндфл подойдёт?)",0,1
Декретные до 1.5 лет тоже в доходы считаются? Я просто их не получала пока,1,1
"Девушки, добрый день! может кто подскажет где купить упаковочную пленку для переезда? чтобы вещи обмотать",0,1
"И чем это поможет? :) тем, что будет видео того, как люди в масках и перчатках обносят квартиру 🤷🏼‍♀️ вон у нас сколько фото и видео преступлений из подъезда )",0,0
В коридоре нет щитка? Можно по быстрой рубануть свет,1,0
"Девушки, где купить крем депилятор? Обычный. И желательно Убуд. Может видел кто? 
И как он выглядит здесь?",0,1
"Подскажите пожалуйста кто знает, есть ли в сануре кафе /бары/ рестораны с игровыми для детей? Как называются ? Благодарю за ответы 🙏",1,1
"то есть так же примерно? врач меня побоялась обнадежить, сказала посмотрим как дышать будет🤔",1,0
А ты сочувствующий ? Или хочешь провести расследование ?,0,0
"Скажите пожалуйста, в садике тоже есть развивающие игры? Или там дети спят, кушают играют сами с собой? Воспитатели с ними занимаются? Сад может заменить школу раннего развития?",1,1
Де-юре или де-факто? )),1,0
"Классно , как вы так ? Вроде тоже показываю , но не смотрит, внимание пытаюсь привлечь...",1,0
"Девочки, привет!

У кого есть опыт получения австралийской визы за пределами России, откликнитесь! 🙏🏻

где сдавали отпечатки пальцев? 🤩",1,1
"Доброе утро!) у дочери в кале стала замечать кровь, подозреваю трещину, какой детский врач практикует это? Подскажите пожалуйста, может кто сталкивался с данной проблемой? Может врачей каких хороших знаете? Хирург поможет в этом вопросе? Дочери 3,7",0,1
"Расскажите пожалуйста 🙏
Они не могут отказать? 
Есть такой закон?",1,1
"Если за месяц не прошёл нам к нему? С одной стороны это скорее всего на зубы, много слюней, именно ночью и кашляет. А с другой боюсь, что вдруг что вдохнул🙈тут еще писали об этом😭😭😭",1,0
"Супер. Это на Буките? Скиньте пожалуйста геолокацию, если не трудно🙏🏻🙏🏻🙏🏻",1,0
"Девчонки, убуд, у кого есть желание сегодня в акашу? Одной не охото, в личку, хорошего дня!",1,0
а разве теперь не только в Москве надбавка? по моему 10 лет теперь прожить нужно,0,1
"Девочки, смотрю на шляпы плетённые, сумочки и они всюду одинаковые, где-то 6-8 видов повторяющихся. Может знаете место, где можно купить красивые и не за все деньги мира? В районе манки фореста или в другом месте в Убуде?",0,1
залог? ),1,0
"Девчонки, есть ли на Буките какие-нибудь активности? Позавтракать вместе/йога/сёрфинг? Можете писать в лс 🙂",0,1
"Девочки, привет!🤗Кто ездил на Лембонган недавно? Только тест нужен или сертификат о вакцинации?",1,1
Типа оргия? Запрещено сейчас,1,0
"Девочки, доброй ночи. Подскажите, лечение ангины это однозначно инфекционка? Или можно пробовать дома вылечить? Не самостоятельно, конечно, назначать ребёнку лечение, а под наблюдением педиатра.",1,1
"Доброе утро! Подскажите сайт, где вы смотрите?  Я вот через этот смотрю, здесь ошибка уже 2 недели.",1,1
"Всем привет.у ребёнка зубки режутся, было у кого что до крови расчесывал? У моего сегодня все рукава в крови, нам 3 месяца, думаю пацарапал пальцем, я мазью охлаждающей мазала, но теперь не знаю что делать, кровь же😫😫",1,1
"Девушки, кто спец по цветам? Есть такие?
В этом году выставила на утеплённый балкон декабристы, красный и белый. И оба дали много бутонов и красиво цветут. Можно их занести в теплую комнату или им комфортнее на прохладном балконе? Хочется красоту занести в комнату, но, боюсь, им будет некомфортно.",0,1
Уважаемые соседи из сданных и заселившихся секций! У вас вертикальная или горизонтальная разводка труб отопления? Вам сдавали квартиры с теплосчетчиками на батареях? Принимает ли эти показания УК? Или за отопление платите по площади квартиры? Спасибо!,1,1
"Машулька, спасибо!
Про магний я знаю) пью сама и даю школьнику)

Маша а б6 кто назначил? Педиатр/невролог?",1,0
"Как ночные убирали? Если истерика будет, это стресс считается?",1,0
Продаются в аптеках тесты на беременность? И сколько стоит?,1,1
"А зачем сдавать, если вы болеете? Что вам сейчас это даст? Лечение назначат ровно то же. Кт так же не получится сделать да и незачем.

Чтобы ещё подхватить заразы? Чтобы заработать осложнение? 

Нет смысла сдавать анализ.",0,0
"соседи, подскажите, где можно по близости пройти то и получить **диагностическую карту**? страховку обновлять скоро.",1,1
Норм аксы? Или что-то поменять?,1,0
Серьезно? Всегда было интересно как там в Монголии жизнь,1,1
Как можно получить удочку? 3 способа есть,1,1
"Девочки, а температура если 37.6. вызывать скорую или наблюдать? Настроение хорошее у дочки, просто горячая. Зубы лезут, думаю. Вчера вообще не в настроении была",1,1
"Вы знаете где купить нитку и иголку в Семиньяке? Если да, подскажите, пожалуйста 🙏🏻🙏🏻😌",0,1
"с каких пор савеловский сити это что-то хорошее? там жильцов избивают на глазах охраны, а охрана только рада помочь 😳",1,0
"Девочки, тантум верде есть детский? Сыне пшикнула обыкновенный а его вырвало😔",1,1
"Девушки, кто хочет сегодня почилить в Куте на пляже? Сегодня классная погода и отличные волны. Модно ПосерФить🏄‍♂",1,0
"- Веня, а вот Роза говорит, что ее муж может и пять раз за ночь...
- Сара, а кто тебе мешает? И ты говори...

Люди много что говорят. Прежде чем перестраивать свою жизнь, есть смысл подумать - а надо ли?",0,0
Даже интересно. А потребители всего этого тоже в ЖК живут? Или из других мест приезжают?,1,1
"Девочки, может вопрос глупый🙈. Ребёнку год и три,мне самой можно в рацион употреблять молоко или рано ещё? Или нужно смотреть на ребенка? Или  чем дольше не пьешь его,тем лучше?",1,0
"Вы ГВ читали? От 17 или 18 числа? Валерия или Виктория пишет. Так и в той группе, нет смысла писать, если ребенка хвостом от собаки считают...",0,0
"Это как масло для лица, получается? Оно же не смывается, да?",0,0
"Девочки, подскажите, где можно купить игрушки ручной работы? Желательно сегодня завтра. Можно новогодние)",1,1
"Девочки , всем привет 👋🏻 Нам 1,5 месяца, с 10 дня малышка хнычет, ножки поджимает думали колики и врачи так же говорили. Что только не перепробовали от колик , но все безуспешно. Исполнился месяц сдали кал на анализы, обнаружили «Клебсиеллу пневмония» педиатр назначила лечение, сегодня пятый день эффекта нет 👎🏻 так же сильно мучается от боли в животике, бессонные ночи. Кто с таким сталкивался? Чем лечили, помогло ли, как быстро помогло?",1,1
Девчонки.посоветуйте пожалуйста пульмонолога для взрослого? После ковида консультация нужна,1,1
Это как при правильном? Мазать совсем маленько?,0,0
"Мамочки, кто есть юристы? подскажите , за кап ремонт все- таки смогут принудить оплатить ? Стоит платить за него вообще ? А то долг за 3 года накопился. Цифры страшные) порываюсь все же начать платить )",1,1
Задайте себе вопрос - почему за право работать вы должны платить налоги государству? Так принято в обществе.,1,0
"Господа, добрый день!
Только заехал в квартиру (1 корпус). Встал вопрос по поводу подключения к интернету. Выяснил, что в доме всего один провайдер (Ловит) и других в дом ПИК не пускает, но отзывы в интернете у него просто отвратительные.
Расскажите, пожалуйста, как вам данный провайдер? Какая скорость подключения, скорость самого интернета, качество работы тех. поддержки?",0,1
Девочки а на Буките где есть почтовое  отделение ? Может в Унгасане есть?,1,1
"Вы серьезно? Низкие цены на продукты?
Почему жкх только в области?",0,1
"А боботик же от газов а не как не слабительное, его то зачем? От препаратов железа газов не бывает, а вот кал становится гуще это да, ещё темного цвета",1,0
Сколько она печёт вафли по времени? Равномерно прожаривает?,1,0
"Посоветуйте пожалуйста, что-нибудь от ПОСТАКНЕ. 
Только, что реально помогло) 
Нет сил уже терпеть... И ходить с такой кожей
Обсыпало просто ужас, может это акклиматизация такая? Было так  у кого-то в первые месяцы?",1,1
"Алена, а стяжку какую делали в квартирах с отделкой? Полусухую или обычную?",1,1
"Девочки, подскажите, пожалуйста, когда приходит первая выплата по ухожу до 1,5 лет: месяц в месяц или на следующий месяц за предыдущий? У меня 13 апреля закончился больничный по БИР. Думала, что детские ждать только в мае за полмесяца апреля. А тут на вклад вчера какую-то сумму перевели. И очень похожа по расчётам как раз на детские за апрель. То есть выплачивают так: в апреле за апреле, в мае за май и тд..",1,1
"Девочки подскажите были сегодня на приеме у педи. Анализ кала сдавали. Сегодня назначили 
клебсиеллезный бактериофаг в течении 7 дней по 2р по 5мл пить и 15 клизма. Затем баксет в течении 10 дней по 1р. 
Кто нибудь сталкивался??? Как детишки реагируют???",1,1
"Тебе как срочно? У меня есть контакт флористического магазина, они доставку могут сделать. Не знаю как быстро (локация Керобокан), это далековато от вас.",1,0
А весь ЖК в темноте? Или только двор 5к ?,1,1
"Дим, разве не по общедомовомупеперасчет? Если ваши ИПУ (индивидуальные) не введены в эксплуатацию (не приняты УК к учету) , по ним не могут же считать",1,1
А где вы находитесь? Вам точно не надо?,1,0
"Как я понимаю, большинство вообще не из Франции. Потому сидят и молчат. Может, кто-то в отпуске был и влюбился в Ниццу. Кто-то начитался и мастурбирует в мечтах... Ну как может быть 778 человек, из которых 102 в сети и все молчат? 🤣🤣🤣",0,0
"Да, дед уже умер давно) где такое? На Кавказе в ауле?",0,0
Как он ломает? Без пароля что ли?,1,0
"Прошу прощения за вопрос, если уже было сто раз)) пенсионеры-москвичи 60+ сейчас все с заблокированными соц.картами для бесплатного проезда на метро? Или есть вариант привитым пенсионерам ее разблокировать для метро?",1,1
"Я думаю вам не стоит переживать и гнаться за этими правилами или как это назвать? Где то пишут, что ребёнок уже в год должен много чего, но не все дети это делают и не значит, что с ними что-то не так) у какого свой темп развития как физического так и интеллектуального)) плюс тут надо смотреть на вас и папу ребёнка, если вы крупными не были и не являетесь, то в кого ребёнку быть крупным)  на примере своей дочи могу сказать, что первое пришло на ум: все знакомые дети нашего возраста в 10 мес уже умели спускаться и забираться на кровать и диван, у меня дочь начала это делать только в год и 2 мес, но при этом пошла в 11 мес, а кто-то ходить начал чуть позже) так что не заморачивайтесь особо, главное, чтоб особо от таблиц ребёнок не отставал) 
4 коридор это среднее значение, но разбег в + - 1 коридор вполне допустим и ничего страшного нет",0,0
"Мамы, подскажите покупали ли вы манеж? Пригодился? Или как то по другому обходились? Много у кого есть, думаю нужен он нам или нет?)",1,1
"Девочки, привет
Скажите пожалуйста где хорошая лаундри в Семеньяке? Где теплой водой стирают. Устала белые вещи забирать когда просто серую грязь смыть не могут 😭😭😭",1,1
"Добрый день! Подскажите, как проходит полёт с 5-месячным ребёнком? Его на ручках все время держать или в автолюльке нужно? Не летала на самолетах во взрослом возрасте, переживаю, как дочь перенесёт перелёт и сама-то боюсь🙁. Перелёт недолгий, 1 час 20 минут. И как время проходит после регистрации? Просто сидишь и ждёшь, пока в самолёт будут пускать? Боюсь ужасно😕",1,1
